°üÃø¼Ò¸í:´ëÇÑÇØÇù
À§µµ:34.919
°æµµ:129.12125
°üÃø½Ã°£	Ç¥ÃþÀ¯¼Ó(cm/s)		Ç¥ÃþÀ¯Çâ(deg)	¼ö¿Â(¡É)	À¯ÀÇÆÄ°í(MOSE.HF)(m)	À¯ÀÇÆÄÁÖ±â(MOSE.HF)(sec)	ÃÖ´ëÆÄ°í(MOSE.HF)(m)	ÃÖ´ëÆÄÁÖ±â(MOSE.HF)(sec)		ÆÄÇâ(deg)	Ç³¼Ó(m/s)		Ç³Çâ(deg)	±â¿Â(¡É)	±â¾Ð(hPa)	
2023/10/01 05:30:00	15.4	³²	188	24.98	0.23	4.4	0.30	4.0	³²³²µ¿	150.00	3.4	¼­ºÏ¼­	292	21.4	1011.2	
2023/10/01 06:00:00	23.8	³²	187	24.96	0.21	4.6	0.32	4.0	µ¿ºÏµ¿	72.00	4.1	¼­ºÏ¼­	299	21.4	1011.3	
2023/10/01 06:30:00	15.0	³²	171	24.95	0.22	4.4	0.37	3.5	µ¿	92.00	4.0	ºÏ¼­	304	21.3	1011.6	
2023/10/01 07:00:00	13.5	³²³²µ¿	163	24.91	0.22	4.5	0.40	4.0	µ¿	79.00	4.1	ºÏ¼­	305	21.2	1012.0	
2023/10/01 07:30:00	16.0	³²³²µ¿	150	24.90	0.26	3.5	0.45	3.0	³²µ¿	126.00	4.7	ºÏ¼­	306	21.2	1012.2	
2023/10/01 08:00:00	3.6	µ¿	101	24.86	0.30	3.3	0.50	3.0	³²µ¿	130.00	5.8	ºÏ¼­	310	21.2	1012.3	
2023/10/01 08:30:00	10.8	ºÏµ¿	38	24.89	0.32	3.3	0.52	3.0	³²µ¿	133.00	7.1	ºÏ¼­	311	21.3	1012.6	
2023/10/01 09:00:00	19.0	µ¿ºÏµ¿	62	24.88	0.36	2.8	0.61	2.5	³²µ¿	136.00	8.0	ºÏ¼­	315	21.0	1012.9	
2023/10/01 09:30:00	25.6	ºÏµ¿	41	24.92	0.44	2.9	0.72	3.0	³²µ¿	145.00	9.2	ºÏ¼­	318	20.7	1013.2	
2023/10/01 10:00:00	40.2	µ¿ºÏµ¿	60	24.97	0.51	3.0	0.91	3.0	µ¿ºÏµ¿	78.00	8.3	ºÏ¼­	321	20.9	1013.5	
2023/10/01 10:30:00	52.1	µ¿ºÏµ¿	68	24.98	0.56	3.2	0.82	3.0	ºÏºÏ¼­	330.00	8.4	ºÏ¼­	313	20.9	1013.5	
2023/10/01 11:00:00	63.4	µ¿ºÏµ¿	68	25.01	0.57	3.1	0.92	3.0	ºÏºÏ¼­	344.00	7.5	ºÏ¼­	317	21.0	1013.5	
2023/10/01 11:30:00	66.4	µ¿ºÏµ¿	64	25.01	0.50	3.1	0.83	3.0	¼­ºÏ¼­	296.00	5.8	ºÏ¼­	316	21.1	1013.3	
2023/10/01 12:00:00	73.6	µ¿ºÏµ¿	64	25.01	0.41	3.1	0.67	3.0	µ¿ºÏµ¿	75.00	5.9	ºÏ¼­	319	21.6	1013.1	
2023/10/01 12:30:00	80.0	µ¿ºÏµ¿	62	25.05	0.45	3.2	0.88	3.5	ºÏºÏµ¿	15.00	5.7	ºÏ¼­	318	22.0	1013.1	
2023/10/01 13:00:00	82.4	µ¿ºÏµ¿	60	25.22	0.43	3.1	0.74	3.5	ºÏµ¿	37.00	4.4	ºÏ¼­	325	22.4	1012.9	
2023/10/01 13:30:00	86.9	ºÏµ¿	52	25.20	0.40	3.2	0.66	3.0	ºÏµ¿	34.00	3.9	ºÏºÏ¼­	332	22.9	1012.8	
2023/10/01 14:00:00	79.8	ºÏµ¿	44	25.18	0.34	3.4	0.59	3.0	ºÏ¼­	316.00	2.0	ºÏ	353	23.2	1012.8	
2023/10/01 14:30:00	73.1	ºÏµ¿	40	25.25	0.37	3.3	0.60	3.0	ºÏ¼­	321.00	3.7	µ¿	88	22.7	1012.9	
2023/10/01 15:00:00	65.4	ºÏºÏµ¿	31	25.24	0.37	3.7	0.62	4.5	ºÏºÏ¼­	327.00	3.8	µ¿	96	22.6	1013.0	
2023/10/01 15:30:00	59.5	ºÏºÏµ¿	28	25.47	0.41	4.6	0.76	5.5	µ¿ºÏµ¿	62.00	3.7	µ¿³²µ¿	104	22.6	1013.1	
2023/10/01 16:00:00	49.6	ºÏºÏµ¿	28	25.47	0.47	4.9	0.77	5.5	ºÏµ¿	53.00	3.6	µ¿	99	22.8	1013.3	
2023/10/01 16:30:00	43.3	ºÏºÏµ¿	27	25.44	0.47	4.6	0.78	5.0	µ¿ºÏµ¿	66.00	3.0	µ¿³²µ¿	103	23.0	1013.3	
2023/10/01 17:00:00	26.4	ºÏºÏµ¿	26	25.43	0.46	4.5	0.74	5.0	µ¿ºÏµ¿	57.00	2.9	µ¿³²µ¿	110	23.1	1013.6	
2023/10/01 17:30:00	15.9	ºÏºÏµ¿	26	25.43	0.47	4.4	0.73	4.0	µ¿ºÏµ¿	61.00	2.3	µ¿³²µ¿	115	23.2	1013.6	
2023/10/01 18:00:00	13.3	ºÏ	10	25.41	0.46	4.5	0.71	4.0	µ¿ºÏµ¿	59.00	2.1	µ¿	100	23.1	1013.9	
2023/10/01 18:30:00	9.1	ºÏºÏµ¿	19	25.40	0.47	4.2	0.72	4.0	µ¿ºÏµ¿	70.00	4.1	ºÏµ¿	56	23.2	1013.9	
2023/10/01 19:00:00	10.4	ºÏ	358	25.36	0.42	4.3	0.65	4.0	µ¿	81.00	4.7	ºÏµ¿	54	23.1	1014.1	
2023/10/01 19:30:00	9.8	ºÏºÏ¼­	333	25.35	0.49	4.4	0.73	4.5	µ¿	84.00	4.4	ºÏµ¿	41	23.0	1014.4	
2023/10/01 20:00:00	9.3	ºÏºÏµ¿	18	25.36	0.60	4.3	1.09	4.5	µ¿ºÏµ¿	65.00	4.0	ºÏµ¿	42	23.0	1014.7	
2023/10/01 20:30:00	23.4	ºÏºÏµ¿	18	25.37	0.55	4.3	0.92	4.0	µ¿ºÏµ¿	59.00	4.7	ºÏºÏµ¿	30	22.9	1014.7	
2023/10/01 21:00:00	32.1	ºÏºÏµ¿	28	25.40	0.56	4.5	0.95	4.5	ºÏµ¿	50.00	5.0	ºÏµ¿	35	22.8	1014.6	
2023/10/01 21:30:00	37.0	ºÏµ¿	38	25.44	0.57	4.4	0.87	5.0	ºÏµ¿	56.00	5.7	ºÏºÏµ¿	27	22.8	1014.6	
2023/10/01 22:00:00	51.7	ºÏµ¿	41	25.51	0.57	4.4	0.84	5.0	ºÏµ¿	56.00	5.8	ºÏºÏµ¿	18	22.8	1014.9	
2023/10/01 22:30:00	57.0	ºÏµ¿	49	25.62	0.59	4.7	1.02	4.5	ºÏµ¿	47.00	6.4	ºÏºÏµ¿	23	22.7	1015.3	
2023/10/01 23:00:00	65.9	ºÏµ¿	49	25.70	0.58	4.6	1.10	5.0	ºÏµ¿	48.00	7.8	ºÏºÏµ¿	18	22.5	1015.3	
2023/10/01 23:30:00	77.2	ºÏµ¿	55	25.67	0.59	4.7	0.89	4.0	ºÏµ¿	40.00	6.8	ºÏºÏµ¿	12	22.3	1015.7	
2023/10/02 00:00:00	81.7	µ¿ºÏµ¿	57	25.95	0.61	4.8	1.05	4.5	ºÏµ¿	42.00	6.3	ºÏºÏµ¿	12	22.1	1015.8	
2023/10/02 00:30:00	86.9	ºÏµ¿	53	26.42	0.58	4.9	0.88	4.5	ºÏµ¿	48.00	6.0	ºÏ	5	22.0	1015.8	
2023/10/02 01:00:00	99.6	µ¿ºÏµ¿	59	26.17	0.54	5.2	0.88	5.0	ºÏµ¿	51.00	5.3	ºÏ	353	21.9	1016.0	
2023/10/02 01:30:00	89.1	µ¿ºÏµ¿	59	26.37	0.62	5.4	0.92	5.0	ºÏµ¿	41.00	6.0	ºÏ	349	21.9	1016.2	
2023/10/02 02:00:00	86.2	ºÏµ¿	55	26.48	0.60	5.1	0.98	4.5	µ¿ºÏµ¿	62.00	6.1	ºÏºÏ¼­	348	21.8	1016.4	
2023/10/02 02:30:00	77.8	ºÏµ¿	53	26.47	0.57	5.7	0.95	5.5	ºÏµ¿	56.00	5.8	ºÏºÏ¼­	338	21.6	1016.4	
2023/10/02 03:00:00	66.7	ºÏµ¿	51	26.46	0.59	5.6	0.90	5.0	ºÏµ¿	49.00	5.2	ºÏºÏ¼­	333	21.3	1016.2	
2023/10/02 03:30:00	50.9	ºÏµ¿	51	26.48	0.62	5.7	1.02	6.5	ºÏµ¿	45.00	6.0	ºÏºÏ¼­	332	21.3	1016.3	
2023/10/02 04:00:00	36.0	ºÏµ¿	55	26.49	0.64	5.5	1.04	6.5	ºÏµ¿	42.00	6.1	ºÏºÏ¼­	330	21.1	1016.3	
2023/10/02 04:30:00	22.9	ºÏµ¿	56	26.51	0.67	5.3	1.20	5.0	µ¿ºÏµ¿	60.00	6.0	ºÏºÏ¼­	329	21.3	1016.4	
2023/10/02 05:00:00	15.9	µ¿ºÏµ¿	60	26.50	0.68	5.4	1.06	7.0	ºÏµ¿	52.00	5.8	ºÏ¼­	325	21.2	1016.5	
2023/10/02 05:30:00	7.0	µ¿³²µ¿	116	26.51	0.72	5.1	1.23	4.5	ºÏµ¿	53.00	5.7	ºÏºÏ¼­	338	21.2	1016.3	
2023/10/02 06:00:00	5.9	µ¿³²µ¿	123	26.50	0.74	5.0	1.20	5.0	ºÏµ¿	46.00	5.8	ºÏºÏ¼­	347	21.4	1016.5	
2023/10/02 06:30:00	6.7	³²	169	26.50	0.77	5.2	1.21	6.5	µ¿ºÏµ¿	61.00	5.2	ºÏºÏ¼­	341	21.4	1016.8	
2023/10/02 07:00:00	5.7	³²³²µ¿	162	26.49	0.76	5.4	1.17	4.0	ºÏµ¿	51.00	5.1	ºÏºÏ¼­	331	21.0	1017.1	
2023/10/02 07:30:00	5.5	³²	188	26.47	0.89	5.6	1.60	5.0	ºÏµ¿	46.00	4.5	ºÏ¼­	321	20.7	1017.2	
2023/10/02 08:00:00	4.3	µ¿³²µ¿	123	26.50	0.78	4.8	1.44	4.0	ºÏµ¿	43.00	4.1	ºÏºÏ¼­	327	20.6	1017.2	
2023/10/02 08:30:00	5.9	ºÏµ¿	53	26.47	0.77	5.2	1.29	6.0	ºÏµ¿	45.00	3.8	ºÏ¼­	322	20.8	1017.3	
2023/10/02 09:00:00	10.1	ºÏºÏµ¿	21	26.52	0.87	5.1	1.32	4.5	ºÏµ¿	40.00	3.7	ºÏ¼­	320	20.8	1017.6	
2023/10/02 09:30:00	11.4	ºÏµ¿	35	26.51	0.80	5.3	1.41	5.5	ºÏºÏµ¿	29.00	4.0	ºÏ¼­	319	21.0	1018.0	
2023/10/02 10:00:00	16.8	ºÏµ¿	38	26.53	0.81	5.5	1.25	5.5	ºÏµ¿	39.00	3.6	ºÏºÏ¼­	330	21.4	1018.2	
2023/10/02 10:30:00	32.3	ºÏµ¿	51	26.38	0.75	5.5	1.17	6.0	ºÏµ¿	52.00	2.9	ºÏºÏ¼­	328	21.6	1018.3	
2023/10/02 11:00:00	42.8	µ¿ºÏµ¿	63	26.25	0.71	5.6	1.17	8.0	ºÏµ¿	50.00	3.8	ºÏ¼­	310	21.4	1018.2	
2023/10/02 11:30:00	47.5	ºÏµ¿	54	26.26	0.67	5.5	1.18	5.5	ºÏµ¿	54.00	3.9	ºÏ¼­	317	21.4	1018.0	
2023/10/02 12:00:00	59.8	µ¿ºÏµ¿	66	26.26	0.75	5.7	1.19	6.0	ºÏµ¿	49.00	3.4	ºÏ¼­	325	21.6	1017.8	
2023/10/02 12:30:00	67.6	µ¿ºÏµ¿	63	26.25	0.65	5.9	1.05	5.5	ºÏµ¿	49.00	2.3	ºÏ	356	22.0	1017.5	
2023/10/02 13:00:00	73.0	ºÏµ¿	49	25.96	0.64	5.6	1.19	6.5	ºÏµ¿	47.00	1.5	ºÏºÏµ¿	26	22.3	1017.3	
2023/10/02 13:30:00	76.1	ºÏµ¿	51	25.70	0.64	5.9	1.07	6.5	ºÏµ¿	45.00	2.1	ºÏµ¿	37	22.5	1017.0	
2023/10/02 14:00:00	80.4	ºÏµ¿	51	25.85	0.68	6.3	1.19	6.0	ºÏµ¿	48.00	2.1	ºÏµ¿	45	22.7	1016.7	
2023/10/02 14:30:00	75.1	ºÏµ¿	52	26.07	0.59	6.3	1.04	7.0	ºÏµ¿	47.00	2.6	ºÏµ¿	46	22.8	1016.3	
2023/10/02 15:00:00	78.3	ºÏµ¿	40	25.99	0.59	6.2	0.92	6.0	ºÏµ¿	47.00	3.7	µ¿ºÏµ¿	59	23.0	1016.3	
2023/10/02 15:30:00	73.5	ºÏµ¿	35	25.85	0.57	5.8	0.87	7.0	ºÏºÏµ¿	32.00	4.5	µ¿ºÏµ¿	67	23.0	1016.2	
2023/10/02 16:00:00	62.7	ºÏµ¿	38	25.89	0.61	5.7	0.95	6.5	ºÏµ¿	44.00	5.3	ºÏµ¿	56	23.2	1016.1	
2023/10/02 16:30:00	50.0	ºÏµ¿	35	26.17	0.59	5.6	0.91	5.0	ºÏºÏµ¿	24.00	5.7	ºÏµ¿	50	23.2	1016.3	
2023/10/02 17:00:00	44.7	ºÏµ¿	42	25.97	0.67	5.2	0.98	7.0	ºÏµ¿	50.00	6.0	µ¿ºÏµ¿	58	23.3	1016.4	
2023/10/02 17:30:00	41.8	ºÏµ¿	42	26.04	0.70	5.1	1.22	5.5	µ¿ºÏµ¿	72.00	6.6	ºÏµ¿	53	23.3	1016.5	
2023/10/02 18:00:00	33.1	µ¿ºÏµ¿	61	25.56	0.76	4.9	1.59	4.5	µ¿ºÏµ¿	63.00	6.9	ºÏµ¿	48	23.2	1016.7	
2023/10/02 18:30:00	25.4	µ¿ºÏµ¿	57	25.55	0.85	4.8	1.32	5.0	ºÏµ¿	46.00	6.8	ºÏµ¿	50	23.1	1016.9	
2023/10/02 19:00:00	25.5	ºÏµ¿	47	25.34	0.87	5.0	1.54	5.0	ºÏµ¿	51.00	7.0	ºÏµ¿	52	23.1	1016.9	
2023/10/02 19:30:00	25.7	µ¿ºÏµ¿	58	25.05	0.82	4.7	1.26	5.0	ºÏµ¿	55.00	6.6	ºÏµ¿	52	23.0	1017.3	
2023/10/02 20:00:00	23.6	ºÏºÏµ¿	32	24.92	0.89	4.7	1.41	5.5	ºÏµ¿	47.00	6.6	ºÏµ¿	54	22.9	1017.5	
2023/10/02 20:30:00	26.3	µ¿ºÏµ¿	60	24.90	0.84	4.9	1.31	4.5	ºÏµ¿	48.00	6.2	ºÏµ¿	54	22.9	1017.7	
2023/10/02 21:00:00	25.2	µ¿ºÏµ¿	66	24.85	0.84	5.0	1.60	4.0	ºÏµ¿	41.00	5.8	µ¿ºÏµ¿	61	22.8	1018.0	
2023/10/02 21:30:00	42.1	ºÏµ¿	46	24.94	0.89	5.2	1.50	4.5	ºÏµ¿	41.00	6.1	µ¿ºÏµ¿	62	22.9	1018.1	
2023/10/02 22:00:00	46.0	ºÏµ¿	41	24.95	0.81	5.1	1.41	6.0	ºÏµ¿	36.00	6.2	µ¿ºÏµ¿	63	22.9	1018.1	
2023/10/02 22:30:00	56.2	ºÏµ¿	49	24.87	0.75	5.2	1.19	5.0	ºÏµ¿	44.00	5.9	µ¿ºÏµ¿	64	22.9	1018.4	
2023/10/02 23:00:00	57.9	ºÏµ¿	48	24.82	0.72	5.2	1.14	5.0	ºÏµ¿	40.00	6.1	µ¿ºÏµ¿	60	22.9	1018.2	
2023/10/02 23:30:00	66.8	ºÏµ¿	47	24.81	0.74	4.8	1.46	5.0	µ¿ºÏµ¿	70.00	6.0	µ¿ºÏµ¿	59	22.9	1018.3	
2023/10/03 00:00:00	74.7	ºÏµ¿	51	24.76	0.69	5.3	1.05	5.0	ºÏµ¿	50.00	5.8	µ¿ºÏµ¿	61	22.9	1018.4	
2023/10/03 00:30:00	76.0	ºÏµ¿	51	24.79	0.71	5.5	1.07	5.5	ºÏµ¿	50.00	5.8	µ¿ºÏµ¿	57	22.9	1018.4	
2023/10/03 01:00:00	78.7	ºÏµ¿	50	24.98	0.70	5.1	1.00	5.0	ºÏµ¿	44.00	6.1	ºÏµ¿	46	22.7	1018.6	
2023/10/03 01:30:00	84.4	ºÏµ¿	55	25.13	0.75	5.0	1.27	5.0	ºÏµ¿	55.00	6.5	ºÏµ¿	37	22.4	1018.4	
2023/10/03 02:00:00	81.8	ºÏµ¿	55	24.34	0.69	5.0	0.99	5.0	ºÏµ¿	53.00	7.3	ºÏºÏµ¿	21	22.2	1018.3	
2023/10/03 02:30:00	79.6	ºÏµ¿	56	24.32	0.78	5.1	1.23	5.0	ºÏµ¿	44.00	7.7	ºÏºÏµ¿	17	22.2	1017.9	
2023/10/03 03:00:00	69.6	µ¿ºÏµ¿	60	24.66	0.82	4.9	1.27	5.0	ºÏµ¿	39.00	8.5	ºÏºÏµ¿	23	22.1	1017.3	
2023/10/03 03:30:00	65.4	µ¿ºÏµ¿	62	24.64	0.88	4.8	1.72	5.5	ºÏµ¿	44.00	8.0	ºÏºÏµ¿	29	22.2	1017.1	
2023/10/03 04:00:00	55.2	ºÏµ¿	56	24.63	0.84	4.7	1.42	4.0	ºÏµ¿	45.00	8.5	ºÏµ¿	39	22.2	1016.8	
2023/10/03 04:30:00	38.5	ºÏµ¿	50	24.60	0.94	4.6	1.62	3.5	ºÏµ¿	48.00	8.8	ºÏµ¿	39	22.1	1016.8	
2023/10/03 05:00:00	33.4	ºÏµ¿	40	24.38	1.08	4.6	1.77	4.5	ºÏµ¿	50.00	9.3	ºÏµ¿	37	22.1	1016.6	
2023/10/03 05:30:00	7.6	ºÏºÏµ¿	33	24.47	1.01	4.6	1.53	5.0	ºÏµ¿	45.00	8.5	ºÏµ¿	34	22.2	1017.0	
2023/10/03 06:00:00	6.5	ºÏµ¿	41	24.57	1.09	4.5	1.98	4.0	ºÏµ¿	51.00	8.6	ºÏºÏµ¿	31	21.9	1017.1	
2023/10/03 06:30:00	6.0	¼­³²¼­	258	24.61	1.07	4.3	1.63	4.0	µ¿ºÏµ¿	60.00	8.6	ºÏºÏµ¿	30	21.9	1017.3	
2023/10/03 07:00:00	13.0	³²³²¼­	204	24.61	1.09	4.6	1.80	5.0	ºÏµ¿	51.00	8.7	ºÏºÏµ¿	26	21.8	1017.5	
2023/10/03 07:30:00	16.4	³²¼­	227	24.59	0.96	4.4	1.53	4.5	ºÏµ¿	39.00	8.5	ºÏºÏµ¿	30	21.9	1017.7	
2023/10/03 08:00:00	8.1	³²³²¼­	212	24.60	1.18	4.6	1.99	4.5	ºÏµ¿	54.00	7.7	ºÏµ¿	36	21.9	1018.1	
2023/10/03 08:30:00	11.6	¼­ºÏ¼­	297	24.64	0.99	4.5	1.42	4.5	ºÏµ¿	48.00	8.2	ºÏµ¿	42	22.0	1018.1	
2023/10/03 09:00:00	12.6	ºÏºÏ¼­	336	24.68	1.08	4.4	1.72	4.5	µ¿ºÏµ¿	59.00	7.3	µ¿ºÏµ¿	62	22.6	1018.0	
2023/10/03 09:30:00	15.2	ºÏºÏ¼­	339	24.72	1.03	4.3	1.70	5.5	µ¿ºÏµ¿	60.00	7.1	µ¿ºÏµ¿	67	22.8	1018.1	
2023/10/03 10:00:00	20.8	ºÏºÏµ¿	17	24.71	1.00	4.6	1.61	5.0	ºÏµ¿	50.00	7.0	µ¿ºÏµ¿	69	22.8	1018.0	
2023/10/03 10:30:00	21.3	ºÏ	11	24.74	0.93	4.5	1.48	4.5	µ¿ºÏµ¿	66.00	7.7	µ¿ºÏµ¿	69	22.9	1017.6	
2023/10/03 11:00:00	24.0	ºÏµ¿	35	24.78	0.92	4.3	1.66	4.5	ºÏµ¿	52.00	6.7	µ¿ºÏµ¿	67	22.9	1017.5	
2023/10/03 11:30:00	38.2	ºÏºÏµ¿	30	24.87	0.89	4.5	1.52	4.5	µ¿	82.00	6.8	µ¿ºÏµ¿	62	23.1	1017.4	
2023/10/03 12:00:00	49.3	ºÏºÏµ¿	31	24.96	0.78	4.4	1.26	4.5	µ¿ºÏµ¿	65.00	6.3	µ¿ºÏµ¿	65	23.3	1017.2	
2023/10/03 12:30:00	52.6	ºÏµ¿	34	24.94	0.85	4.4	1.39	4.0	µ¿ºÏµ¿	57.00	5.4	µ¿	80	23.4	1017.1	
2023/10/03 13:00:00	64.9	ºÏµ¿	34	25.38	0.73	4.6	1.39	5.0	µ¿ºÏµ¿	70.00	5.2	µ¿ºÏµ¿	78	23.3	1016.9	
2023/10/03 13:30:00	62.2	ºÏµ¿	36	25.53	0.72	4.6	1.39	4.5	µ¿ºÏµ¿	66.00	4.5	µ¿ºÏµ¿	59	23.3	1016.8	
2023/10/03 14:00:00	66.1	ºÏµ¿	34	25.47	0.67	4.7	1.04	4.5	ºÏµ¿	52.00	4.9	µ¿	80	23.3	1016.4	
2023/10/03 14:30:00	79.6	ºÏµ¿	39	24.38	0.66	4.9	1.20	5.5	ºÏµ¿	39.00	4.4	µ¿ºÏµ¿	62	23.3	1016.3	
2023/10/03 15:00:00	75.4	ºÏµ¿	40	24.56	0.65	4.5	0.99	5.0	µ¿ºÏµ¿	67.00	6.2	ºÏµ¿	51	23.2	1015.3	
2023/10/03 15:30:00	79.2	ºÏµ¿	44	24.11	0.67	4.6	1.00	4.5	ºÏµ¿	41.00	6.8	ºÏºÏµ¿	26	22.9	1015.3	
2023/10/03 16:00:00	73.8	ºÏµ¿	47	24.13	0.71	4.5	1.06	5.5	ºÏµ¿	49.00	5.7	ºÏ	356	22.6	1016.1	
2023/10/03 16:30:00	67.7	ºÏµ¿	42	24.20	0.70	4.7	1.15	4.5	µ¿ºÏµ¿	58.00	6.0	ºÏ	352	22.2	1016.1	
2023/10/03 17:00:00	63.2	ºÏµ¿	46	24.19	0.74	4.6	1.37	5.0	µ¿ºÏµ¿	64.00	6.3	ºÏºÏµ¿	12	22.2	1015.9	
2023/10/03 17:30:00	54.6	ºÏµ¿	50	24.24	0.68	4.6	0.96	4.5	µ¿ºÏµ¿	77.00	7.1	ºÏºÏµ¿	20	22.1	1015.8	
2023/10/03 18:00:00	49.3	ºÏµ¿	50	24.37	0.75	4.6	1.31	4.5	µ¿ºÏµ¿	72.00	7.3	ºÏºÏµ¿	16	22.0	1015.9	
2023/10/03 18:30:00	16.3	µ¿	87	25.21	0.70	4.6	1.08	4.0	µ¿ºÏµ¿	76.00	8.5	ºÏºÏµ¿	16	21.8	1015.8	
2023/10/03 19:00:00	11.3	µ¿	85	25.15	0.74	4.4	1.30	4.0	µ¿ºÏµ¿	67.00	8.4	ºÏºÏµ¿	13	21.2	1016.2	
2023/10/03 19:30:00	9.0	³²µ¿	124	25.06	0.67	4.3	1.22	4.0	µ¿ºÏµ¿	58.00	7.5	ºÏ	1	21.0	1016.6	
2023/10/03 20:00:00	5.8	³²³²µ¿	155	25.01	0.67	4.4	1.18	4.0	µ¿ºÏµ¿	58.00	7.3	ºÏ	4	21.1	1016.4	
2023/10/03 20:30:00	0.3	¼­ºÏ¼­	297	25.01	0.70	4.2	1.06	4.0	µ¿ºÏµ¿	69.00	6.8	ºÏºÏµ¿	14	21.3	1016.1	
2023/10/03 21:00:00	3.5	ºÏ	6	24.94	0.72	4.5	1.17	4.0	µ¿ºÏµ¿	71.00	5.9	ºÏºÏµ¿	12	21.5	1016.1	
2023/10/03 21:30:00	8.1	ºÏµ¿	55	24.83	0.71	4.5	1.03	3.0	µ¿ºÏµ¿	62.00	4.9	ºÏ	5	21.7	1016.6	
2023/10/03 22:00:00	5.6	ºÏµ¿	54	24.66	0.66	4.7	1.05	4.0	ºÏµ¿	51.00	4.6	ºÏºÏµ¿	18	21.8	1016.1	
2023/10/03 22:30:00	35.4	ºÏµ¿	35	23.73	0.67	4.8	1.02	4.5	µ¿ºÏµ¿	74.00	4.5	ºÏºÏµ¿	22	21.9	1016.0	
2023/10/03 23:00:00	41.3	ºÏµ¿	48	23.95	0.62	4.7	1.00	5.0	µ¿ºÏµ¿	69.00	4.6	ºÏºÏµ¿	22	21.9	1015.5	
2023/10/03 23:30:00	36.8	ºÏµ¿	50	24.33	0.66	5.0	1.23	5.5	ºÏµ¿	46.00	5.1	ºÏºÏµ¿	12	22.0	1015.3	
2023/10/04 00:00:00	43.3	ºÏµ¿	46	24.50	0.65	4.9	1.08	5.0	ºÏµ¿	55.00	5.3	ºÏ	6	21.9	1015.3	
2023/10/04 00:30:00	50.6	ºÏµ¿	35	24.47	0.59	5.1	0.95	5.0	µ¿ºÏµ¿	57.00	4.9	ºÏ	360	21.9	1015.3	
2023/10/04 01:00:00	66.1	ºÏµ¿	40	24.03	0.58	5.0	0.87	6.0	µ¿ºÏµ¿	59.00	5.0	ºÏ	354	21.8	1015.2	
2023/10/04 01:30:00	67.8	ºÏµ¿	37	23.78	0.57	4.8	1.01	5.0	ºÏµ¿	54.00	5.1	ºÏºÏ¼­	332	21.7	1015.1	
2023/10/04 02:00:00	62.6	ºÏµ¿	47	23.75	0.63	5.0	0.96	5.5	ºÏµ¿	50.00	4.6	ºÏºÏ¼­	328	21.5	1015.1	
2023/10/04 02:30:00	53.5	ºÏµ¿	50	24.05	0.59	4.6	0.95	4.5	ºÏºÏµ¿	30.00	4.9	ºÏºÏ¼­	330	21.4	1014.8	
