°üÃø¼Ò¸í:´ëÇÑÇØÇù
À§µµ:34.919
°æµµ:129.12125
°üÃø½Ã°£	Ç¥ÃþÀ¯¼Ó(cm/s)	Ç¥ÃþÀ¯Çâ(16points)	Ç¥ÃþÀ¯Çâ(deg)	¼ö¿Â(¡É)	À¯ÀÇÆÄ°í(MOSE.HF)(m)	À¯ÀÇÆÄÁÖ±â(MOSE.HF)(sec)	ÃÖ´ëÆÄ°í(MOSE.HF)(m)	ÃÖ´ëÆÄÁÖ±â(MOSE.HF)(sec)	ÆÄÇâ(16points)	ÆÄÇâ(deg)	Ç³¼Ó(m/s)	Ç³Çâ(16points)	Ç³Çâ(deg)	±â¿Â(¡É)	±â¾Ð(hPa)	
2024/10/01 08:00:00	21.3	µ¿ºÏµ¿	67	25.49	0.65	6.9	0.96	7.0	³²³²¼­	200.00	2.9	³²¼­	218	23.7	1011.3	
2024/10/01 08:30:00	30.2	µ¿ºÏµ¿	65	25.74	0.59	6.7	0.87	6.0	ºÏµ¿	48.00	3.8	³²³²¼­	206	24.0	1011.4	
2024/10/01 09:00:00	40.4	ºÏµ¿	52	25.78	0.58	6.9	0.84	10.5	³²³²¼­	193.00	4.0	³²³²¼­	210	24.2	1011.5	
2024/10/01 09:30:00	53.9	ºÏµ¿	48	25.85	0.60	6.8	0.95	7.5	³²³²¼­	197.00	3.8	³²³²¼­	213	24.3	1011.7	
2024/10/01 10:00:00	58.2	ºÏµ¿	43	25.93	0.58	7.0	0.87	10.0	³²³²¼­	198.00	3.6	³²¼­	220	24.3	1011.5	
2024/10/01 10:30:00	56.8	ºÏµ¿	40	25.96	0.58	6.9	0.90	6.5	³²³²¼­	193.00	3.8	³²³²¼­	212	24.4	1011.3	
2024/10/01 11:00:00	74.9	ºÏµ¿	50	25.96	0.52	7.0	0.86	8.0	³²³²¼­	201.00	4.6	³²¼­	216	24.5	1011.1	
2024/10/01 11:30:00	71.4	ºÏµ¿	49	26.08	0.57	7.6	0.96	7.5	µ¿ºÏµ¿	61.00	5.7	³²³²¼­	207	24.6	1010.8	
2024/10/01 12:00:00	66.8	µ¿ºÏµ¿	57	26.16	0.50	6.8	0.75	7.0	ºÏµ¿	45.00	6.6	³²³²¼­	203	24.8	1010.4	
2024/10/01 12:30:00	71.4	µ¿ºÏµ¿	77	25.67	0.57	6.8	0.82	6.0	ºÏµ¿	43.00	6.4	³²³²¼­	197	24.8	1010.0	
2024/10/01 13:00:00	72.1	µ¿	79	25.74	0.49	5.7	0.93	9.5	µ¿	84.00	7.3	³²³²¼­	196	24.9	1009.5	
2024/10/01 13:30:00	68.3	µ¿ºÏµ¿	75	25.67	0.56	4.4	0.95	8.5	³²	187.00	7.8	³²³²¼­	192	25.0	1009.2	
2024/10/01 14:00:00	57.0	µ¿ºÏµ¿	73	25.64	0.56	4.6	0.81	7.5	³²	189.00	8.2	³²³²¼­	194	25.0	1008.7	
2024/10/01 14:30:00	57.2	µ¿	87	25.76	0.70	3.9	1.29	3.0	³²¼­	236.00	8.3	³²³²¼­	197	25.1	1008.3	
2024/10/01 15:00:00	45.6	µ¿	87	25.77	0.72	4.0	1.08	3.5	³²³²¼­	213.00	8.8	³²³²¼­	196	25.1	1008.0	
2024/10/01 15:30:00	39.0	µ¿	95	25.71	0.72	3.7	1.13	3.0	¼­³²¼­	239.00	8.6	³²³²¼­	198	25.2	1007.9	
2024/10/01 16:00:00	36.2	µ¿	92	25.68	0.75	3.6	1.05	3.5	³²¼­	232.00	8.1	³²³²¼­	198	25.2	1007.9	
2024/10/01 16:30:00	31.8	µ¿	100	25.65	0.69	3.8	1.15	3.5	³²¼­	235.00	7.4	³²³²¼­	198	25.3	1008.0	
2024/10/01 17:00:00	32.6	µ¿³²µ¿	103	25.63	0.68	3.7	1.04	4.5	³²¼­	227.00	7.5	³²³²¼­	203	25.4	1008.3	
2024/10/01 17:30:00	33.6	µ¿³²µ¿	102	25.61	0.64	3.8	1.30	4.0	³²¼­	229.00	7.2	³²³²¼­	207	25.6	1008.4	
2024/10/01 18:00:00	33.5	µ¿³²µ¿	107	25.60	0.63	4.1	1.04	3.5	³²¼­	227.00	7.2	³²³²¼­	209	25.7	1008.8	
2024/10/01 18:30:00	22.3	µ¿³²µ¿	106	25.63	0.64	4.2	1.05	3.0	³²¼­	227.00	6.3	³²³²¼­	212	25.8	1008.9	
2024/10/01 19:00:00	23.5	µ¿	99	25.69	0.57	4.2	0.94	3.0	³²³²¼­	211.00	5.3	³²¼­	218	25.9	1009.0	
2024/10/01 19:30:00	34.0	µ¿	94	25.76	0.55	4.5	0.88	4.0	³²³²¼­	200.00	5.9	¼­	274	25.7	1009.4	
2024/10/01 20:00:00	42.7	µ¿	82	25.88	0.49	4.0	0.87	3.0	³²³²¼­	202.00	7.0	¼­ºÏ¼­	288	25.3	1009.9	
2024/10/01 20:30:00	50.9	µ¿ºÏµ¿	72	26.03	0.55	3.8	0.80	3.0	³²³²¼­	212.00	8.2	¼­ºÏ¼­	285	24.7	1010.3	
2024/10/01 21:00:00	53.6	µ¿	79	26.04	0.59	3.6	1.04	3.0	ºÏºÏ¼­	329.00	8.1	¼­ºÏ¼­	287	24.1	1010.4	
2024/10/01 21:30:00	65.4	µ¿ºÏµ¿	68	26.05	0.60	4.3	1.03	7.0	ºÏ¼­	314.00	8.1	¼­ºÏ¼­	284	23.6	1010.5	
2024/10/01 22:00:00	70.8	µ¿ºÏµ¿	63	26.08	0.63	4.0	1.08	3.5	ºÏ¼­	322.00	8.5	¼­ºÏ¼­	283	23.4	1010.6	
2024/10/01 22:30:00	77.0	µ¿ºÏµ¿	60	26.11	0.66	3.6	1.02	3.0	ºÏ¼­	319.00	8.3	¼­	281	23.3	1010.7	
2024/10/01 23:00:00	79.7	µ¿ºÏµ¿	58	26.13	0.69	4.2	1.11	3.5	³²³²¼­	194.00	9.0	¼­ºÏ¼­	285	23.0	1010.8	
2024/10/01 23:30:00	82.1	µ¿ºÏµ¿	59	26.10	0.71	4.0	1.02	3.5	ºÏ¼­	315.00	8.6	¼­ºÏ¼­	289	22.9	1010.9	
2024/10/02 00:00:00	79.7	µ¿ºÏµ¿	57	26.01	0.72	3.9	1.36	3.5	ºÏ¼­	319.00	9.1	¼­ºÏ¼­	285	22.8	1010.9	
2024/10/02 00:30:00	72.5	ºÏµ¿	49	25.96	0.78	4.1	1.22	3.5	ºÏ¼­	317.00	10.8	¼­ºÏ¼­	287	22.4	1011.0	
2024/10/02 01:00:00	73.9	ºÏµ¿	42	25.91	0.88	3.8	1.26	4.0	ºÏ¼­	313.00	10.0	¼­ºÏ¼­	287	22.2	1011.0	
2024/10/02 01:30:00	74.6	µ¿ºÏµ¿	59	25.91	0.83	3.8	1.45	3.5	ºÏ¼­	306.00	10.6	¼­ºÏ¼­	285	21.9	1011.1	
2024/10/02 02:00:00	57.1	µ¿ºÏµ¿	77	25.80	0.94	4.0	1.74	4.5	ºÏ¼­	313.00	12.9	¼­ºÏ¼­	288	21.5	1011.1	
2024/10/02 02:30:00	44.8	µ¿	81	25.77	0.98	4.2	1.52	3.5	ºÏ¼­	322.00	12.0	¼­ºÏ¼­	288	21.3	1011.5	
2024/10/02 03:00:00	38.2	µ¿	100	25.75	1.05	4.0	1.88	4.5	ºÏ¼­	319.00	11.4	¼­ºÏ¼­	290	21.1	1011.6	
2024/10/02 03:30:00	29.8	µ¿³²µ¿	111	25.73	1.00	4.0	1.55	4.0	ºÏ¼­	312.00	11.3	¼­ºÏ¼­	287	20.7	1012.0	
2024/10/02 04:00:00	24.6	µ¿³²µ¿	123	25.69	0.96	4.3	1.56	4.0	ºÏ¼­	324.00	9.1	¼­ºÏ¼­	294	20.4	1012.3	
2024/10/02 04:30:00	16.5	³²µ¿	126	25.65	0.82	4.2	1.47	7.0	ºÏ¼­	305.00	9.0	ºÏ¼­	312	20.6	1012.2	
2024/10/02 05:00:00	21.6	³²µ¿	134	25.60	0.83	4.0	1.29	3.5	ºÏ¼­	313.00	9.7	ºÏ¼­	322	20.6	1012.8	
2024/10/02 05:30:00	18.1	³²µ¿	143	25.57	0.84	4.8	1.35	4.0	³²³²¼­	207.00	9.5	ºÏºÏ¼­	328	20.1	1012.9	
2024/10/02 06:00:00	19.2	³²³²µ¿	147	25.57	0.90	4.2	1.31	4.0	³²³²¼­	203.00	10.1	ºÏºÏ¼­	334	20.3	1013.2	
2024/10/02 06:30:00	18.7	³²µ¿	145	25.48	1.06	4.1	1.61	4.0	³²¼­	219.00	9.7	ºÏºÏ¼­	334	20.3	1013.4	
2024/10/02 07:00:00	11.2	µ¿³²µ¿	117	25.49	1.02	4.6	1.53	3.5	³²³²¼­	205.00	7.8	ºÏºÏ¼­	328	20.1	1014.0	
2024/10/02 07:30:00	9.9	µ¿³²µ¿	118	25.47	0.90	5.0	1.45	3.5	³²³²¼­	203.00	7.1	ºÏ¼­	320	20.0	1014.5	
2024/10/02 08:00:00	23.1	µ¿³²µ¿	104	25.45	0.92	5.2	1.48	3.5	³²³²¼­	197.00	7.3	ºÏ¼­	307	20.1	1014.8	
2024/10/02 08:30:00	26.3	µ¿ºÏµ¿	69	25.47	0.89	5.7	1.55	13.0	³²³²¼­	203.00	7.1	¼­ºÏ¼­	302	19.9	1015.4	
2024/10/02 09:00:00	43.4	µ¿ºÏµ¿	61	25.51	0.81	5.5	1.39	8.0	³²³²¼­	203.00	6.1	ºÏ¼­	309	19.8	1015.7	
2024/10/02 09:30:00	52.5	ºÏµ¿	51	25.52	0.84	5.9	1.36	6.5	³²³²¼­	199.00	5.6	ºÏºÏ¼­	327	20.0	1015.9	
2024/10/02 10:00:00	66.8	ºÏµ¿	46	25.49	0.90	6.7	1.24	11.0	³²³²¼­	205.00	4.4	ºÏ	352	20.1	1016.3	
2024/10/02 10:30:00	77.1	µ¿ºÏµ¿	58	25.56	0.82	6.4	1.20	4.5	³²³²¼­	199.00	4.9	ºÏ	353	20.0	1016.5	
2024/10/02 11:00:00	72.9	ºÏµ¿	54	25.62	0.82	6.0	1.22	6.0	ºÏµ¿	49.00	5.8	ºÏºÏ¼­	338	20.2	1016.5	
2024/10/02 11:30:00	78.6	ºÏµ¿	53	25.67	0.94	7.1	1.49	7.0	³²³²¼­	194.00	6.5	ºÏºÏ¼­	348	20.6	1016.2	
2024/10/02 12:00:00	77.9	ºÏµ¿	55	25.88	1.01	7.3	1.48	12.0	³²³²¼­	201.00	8.0	ºÏ	357	21.1	1016.0	
2024/10/02 12:30:00	72.5	ºÏµ¿	50	25.91	1.07	6.3	1.75	6.0	³²³²¼­	195.00	8.7	ºÏ	7	20.9	1015.8	
2024/10/02 13:00:00	74.3	ºÏµ¿	52	25.93	1.06	6.0	1.68	5.5	ºÏµ¿	53.00	8.3	ºÏ	3	20.7	1015.7	
2024/10/02 13:30:00	72.7	ºÏµ¿	40	25.99	1.16	6.0	1.93	5.5	ºÏµ¿	49.00	8.2	ºÏ	1	20.8	1015.7	
2024/10/02 14:00:00	64.3	ºÏµ¿	40	25.97	1.25	6.0	2.15	5.5	ºÏµ¿	42.00	9.0	ºÏ	8	20.9	1015.4	
2024/10/02 14:30:00	52.8	ºÏµ¿	44	25.94	1.33	5.8	2.08	6.0	ºÏµ¿	43.00	8.9	ºÏºÏµ¿	12	20.9	1015.4	
2024/10/02 15:00:00	52.0	ºÏµ¿	56	25.87	1.57	6.2	2.84	5.5	ºÏµ¿	50.00	9.4	ºÏ	7	20.9	1015.3	
2024/10/02 15:30:00	35.6	µ¿ºÏµ¿	64	25.84	1.66	5.8	2.55	5.5	ºÏµ¿	39.00	10.1	ºÏºÏµ¿	12	21.1	1015.3	
2024/10/02 16:00:00	15.1	µ¿ºÏµ¿	76	25.79	1.79	6.2	2.46	4.5	ºÏµ¿	46.00	10.8	ºÏ	7	21.1	1015.4	
2024/10/02 16:30:00	8.0	ºÏºÏµ¿	21	25.76	1.89	6.1	2.97	5.5	ºÏµ¿	47.00	9.7	ºÏºÏµ¿	27	21.2	1015.7	
2024/10/02 17:00:00	6.7	µ¿	84	25.73	2.26	6.7	3.67	7.5	ºÏµ¿	44.00	10.1	ºÏµ¿	45	21.0	1016.0	
2024/10/02 17:30:00	8.8	µ¿³²µ¿	108	25.69	2.30	6.6	3.40	7.5	ºÏµ¿	38.00	10.0	ºÏµ¿	54	20.8	1016.2	
2024/10/02 18:00:00	5.7	µ¿³²µ¿	118	25.69	2.17	6.4	3.58	7.5	ºÏµ¿	37.00	10.0	ºÏµ¿	56	20.8	1016.3	
2024/10/02 18:30:00	2.2	¼­³²¼­	241	25.68	2.21	6.5	3.53	6.0	ºÏµ¿	43.00	9.9	µ¿ºÏµ¿	57	20.8	1016.4	
2024/10/02 19:00:00	7.9	¼­	268	25.66	2.05	6.6	3.17	6.0	ºÏµ¿	41.00	9.7	ºÏµ¿	45	20.7	1016.7	
2024/10/02 19:30:00	3.1	¼­	277	25.63	1.97	6.4	2.69	6.0	ºÏµ¿	48.00	9.9	ºÏµ¿	41	20.4	1017.0	
2024/10/02 20:00:00	6.8	ºÏºÏµ¿	12	25.63	1.86	6.4	2.55	6.0	ºÏµ¿	38.00	10.9	ºÏµ¿	53	20.3	1017.1	
2024/10/02 20:30:00	17.5	ºÏµ¿	52	25.59	1.89	6.7	2.71	6.0	ºÏµ¿	36.00	10.4	ºÏ	355	20.3	1017.0	
2024/10/02 21:00:00	31.8	ºÏµ¿	44	25.59	1.93	6.8	3.54	7.5	ºÏºÏµ¿	32.00	12.0	ºÏ	352	20.5	1017.2	
2024/10/02 21:30:00	45.6	ºÏµ¿	40	25.56	1.87	6.6	3.45	7.5	ºÏµ¿	39.00	12.0	ºÏ	353	20.7	1017.2	
2024/10/02 22:00:00	52.9	ºÏµ¿	55	25.51	2.11	7.1	3.33	8.0	ºÏµ¿	44.00	12.1	ºÏ	352	20.8	1017.5	
2024/10/02 22:30:00	51.9	ºÏµ¿	43	25.49	2.13	7.3	3.33	7.5	ºÏµ¿	41.00	11.9	ºÏ	352	21.0	1017.5	
2024/10/02 23:00:00	61.3	ºÏµ¿	50	25.47	1.95	7.3	2.76	8.0	ºÏµ¿	45.00	12.0	ºÏ	351	21.0	1017.5	
2024/10/02 23:30:00	69.9	ºÏµ¿	56	25.51	2.10	7.6	3.05	8.5	ºÏµ¿	34.00	11.5	ºÏ	353	21.1	1017.5	
2024/10/03 00:00:00	74.5	ºÏµ¿	49	25.55	2.15	7.7	3.50	7.5	ºÏµ¿	47.00	11.4	ºÏ	355	21.3	1017.4	
2024/10/03 00:30:00	70.0	ºÏµ¿	50	25.63	2.10	7.5	3.08	7.5	ºÏµ¿	44.00	12.2	ºÏ	355	21.4	1016.8	
2024/10/03 01:00:00	63.2	ºÏµ¿	51	25.42	2.48	7.5	4.36	7.0	ºÏµ¿	49.00	12.4	ºÏ	359	21.4	1016.6	
2024/10/03 01:30:00	62.2	µ¿ºÏµ¿	78	25.44	2.65	7.8	3.83	8.0	ºÏµ¿	50.00	13.6	ºÏºÏµ¿	13	21.8	1016.6	
2024/10/03 02:00:00	51.8	µ¿	86	25.40	2.78	7.6	4.20	7.0	ºÏµ¿	50.00	14.1	ºÏºÏµ¿	14	21.4	1016.9	
2024/10/03 02:30:00	44.5	µ¿	97	25.38	2.91	7.6	5.83	7.5	ºÏµ¿	45.00	14.1	ºÏ	10	21.3	1017.1	
2024/10/03 03:00:00	43.5	µ¿³²µ¿	104	25.46	3.08	7.8	5.16	8.0	ºÏµ¿	45.00	13.8	ºÏ	8	21.5	1017.1	
2024/10/03 03:30:00	34.3	³²µ¿	135	25.55	3.18	7.5	4.70	7.5	ºÏµ¿	46.00	13.3	ºÏºÏµ¿	18	21.4	1017.0	
2024/10/03 04:00:00	27.3	³²µ¿	134	25.57	3.15	7.7	4.51	8.0	ºÏµ¿	40.00	13.0	ºÏºÏµ¿	33	21.2	1017.0	
2024/10/03 04:30:00	21.2	³²³²µ¿	160	25.55	3.20	7.5	4.59	8.0	ºÏµ¿	47.00	12.0	ºÏµ¿	43	21.1	1017.1	
2024/10/03 05:00:00	24.4	³²³²µ¿	163	25.55	3.02	7.1	5.47	7.0	ºÏµ¿	41.00	12.3	ºÏºÏµ¿	22	20.1	1017.3	
2024/10/03 05:30:00	31.3	³²	186	25.52	3.35	7.1	4.52	8.0	ºÏµ¿	49.00	13.0	ºÏµ¿	34	19.6	1017.5	
2024/10/03 06:00:00	23.7	³²³²µ¿	164	25.48	3.30	7.4	5.32	7.0	µ¿ºÏµ¿	57.00	13.5	ºÏµ¿	47	19.4	1017.7	
2024/10/03 06:30:00	21.4	³²	184	25.45	3.13	7.3	5.10	8.0	ºÏµ¿	49.00	13.4	ºÏµ¿	50	19.7	1017.8	
2024/10/03 07:00:00	23.2	³²³²¼­	194	25.37	3.39	7.4	5.03	7.5	ºÏµ¿	56.00	12.6	ºÏµ¿	47	19.6	1017.8	
2024/10/03 07:30:00	23.6	³²³²¼­	192	25.29	3.20	7.3	5.17	6.5	µ¿ºÏµ¿	64.00	12.6	ºÏµ¿	47	19.9	1017.8	
2024/10/03 08:00:00	13.5	³²µ¿	144	25.34	3.24	7.9	5.26	7.0	ºÏµ¿	46.00	12.2	ºÏµ¿	35	20.1	1017.8	
2024/10/03 08:30:00	17.6	³²µ¿	134	25.39	3.54	7.8	6.59	7.5	ºÏµ¿	47.00	12.1	ºÏºÏµ¿	24	20.2	1017.9	
2024/10/03 09:00:00	24.5	µ¿	87	25.36	3.44	7.7	5.66	7.5	ºÏµ¿	54.00	12.5	ºÏºÏµ¿	14	20.2	1017.7	
2024/10/03 09:30:00	34.5	µ¿ºÏµ¿	71	25.51	3.59	8.1	6.89	8.0	ºÏµ¿	48.00	13.3	ºÏ	355	20.6	1018.0	
2024/10/03 10:00:00	41.2	µ¿	83	25.34	3.43	7.9	5.34	7.5	ºÏµ¿	52.00	13.1	ºÏ	349	20.8	1017.9	
2024/10/03 10:30:00	43.2	µ¿	80	25.54	3.63	8.5	6.72	8.0	ºÏµ¿	38.00	13.9	ºÏ	357	21.3	1018.0	
2024/10/03 11:00:00	53.8	µ¿ºÏµ¿	76	25.57	3.88	8.5	6.07	9.0	ºÏµ¿	55.00	13.6	ºÏ	3	21.5	1018.4	
2024/10/03 11:30:00	61.7	µ¿ºÏµ¿	77	25.65	3.63	8.2	6.14	7.5	ºÏµ¿	51.00	13.6	ºÏ	5	21.5	1018.3	
2024/10/03 12:00:00	59.5	µ¿ºÏµ¿	69	25.63	3.52	8.2	5.29	8.0	ºÏµ¿	52.00	13.7	ºÏ	3	21.6	1017.9	
2024/10/03 12:30:00	61.6	µ¿ºÏµ¿	70	25.61	3.20	8.2	5.25	7.5	ºÏµ¿	50.00	13.9	ºÏ	7	21.4	1017.8	
2024/10/03 13:00:00	71.1	µ¿ºÏµ¿	66	25.64	3.23	8.4	5.78	8.0	ºÏµ¿	46.00	13.0	ºÏºÏ¼­	346	20.7	1017.8	
2024/10/03 13:30:00	58.0	µ¿ºÏµ¿	73	25.64	3.31	8.1	5.50	8.5	µ¿ºÏµ¿	58.00	12.5	ºÏ	351	20.3	1017.6	
2024/10/03 14:00:00	56.4	µ¿ºÏµ¿	73	25.64	3.32	8.6	5.49	8.5	µ¿ºÏµ¿	61.00	13.2	ºÏºÏ¼­	348	20.2	1017.3	
2024/10/03 14:30:00	40.2	µ¿³²µ¿	102	25.67	3.32	8.2	5.10	8.0	µ¿ºÏµ¿	61.00	13.1	ºÏºÏ¼­	346	20.3	1016.9	
2024/10/03 15:00:00	34.3	µ¿	101	25.64	3.31	8.1	6.61	8.0	µ¿ºÏµ¿	61.00	12.9	ºÏºÏ¼­	346	20.3	1016.6	
2024/10/03 15:30:00	25.1	µ¿³²µ¿	121	25.61	3.33	8.2	4.60	8.0	µ¿ºÏµ¿	58.00	12.7	ºÏºÏ¼­	348	20.2	1016.8	
2024/10/03 16:00:00	27.6	³²µ¿	140	25.59	3.31	8.1	4.77	8.5	µ¿ºÏµ¿	58.00	12.3	ºÏ	1	20.2	1017.0	
2024/10/03 16:30:00	30.4	³²³²µ¿	163	25.59	3.97	8.2	5.83	8.0	ºÏµ¿	52.00	11.5	ºÏºÏµ¿	15	20.4	1017.1	
2024/10/03 17:00:00	26.3	³²	181	25.60	3.33	7.8	5.84	9.0	ºÏµ¿	55.00	12.0	ºÏµ¿	35	20.5	1017.0	
2024/10/03 17:30:00	22.6	³²	178	25.59	3.31	7.7	5.35	9.0	µ¿ºÏµ¿	65.00	12.2	ºÏµ¿	41	20.6	1017.1	
2024/10/03 18:00:00	29.2	³²	190	25.59	3.59	7.9	5.17	9.0	µ¿ºÏµ¿	60.00	13.1	ºÏµ¿	49	20.7	1017.1	
2024/10/03 18:30:00	29.5	³²³²¼­	198	25.56	3.17	7.7	4.89	7.0	µ¿ºÏµ¿	65.00	12.9	ºÏµ¿	45	20.8	1017.4	
2024/10/03 19:00:00	24.4	³²³²¼­	203	25.56	2.76	7.6	4.93	7.5	µ¿ºÏµ¿	74.00	12.2	ºÏµ¿	48	20.9	1017.4	
2024/10/03 19:30:00	25.6	³²³²¼­	195	25.54	2.92	7.8	4.19	9.5	µ¿ºÏµ¿	57.00	11.7	ºÏµ¿	53	20.8	1017.6	
2024/10/03 20:00:00	19.7	³²	179	25.55	2.82	7.4	4.28	8.0	µ¿ºÏµ¿	59.00	12.3	ºÏµ¿	44	20.9	1017.6	
2024/10/03 20:30:00	15.3	³²µ¿	140	25.54	3.14	8.1	4.81	8.5	µ¿ºÏµ¿	66.00	10.8	ºÏºÏµ¿	25	20.6	1018.2	
2024/10/03 21:00:00	15.3	³²µ¿	128	25.52	2.97	8.0	5.02	9.0	µ¿ºÏµ¿	73.00	9.2	ºÏºÏ¼­	335	19.9	1018.6	
2024/10/03 21:30:00	27.3	µ¿	83	25.53	2.82	8.0	4.05	8.5	µ¿ºÏµ¿	62.00	9.8	ºÏ¼­	319	19.7	1019.1	
2024/10/03 22:00:00	43.7	µ¿	83	25.49	2.83	8.1	3.87	8.5	µ¿ºÏµ¿	65.00	11.2	¼­ºÏ¼­	296	18.8	1019.5	
2024/10/03 22:30:00	66.2	µ¿ºÏµ¿	70	25.46	3.06	8.2	4.54	8.0	ºÏµ¿	55.00	10.6	ºÏ¼­	317	18.3	1019.4	
2024/10/03 23:00:00	63.8	µ¿ºÏµ¿	77	25.54	2.90	8.1	3.81	9.5	µ¿ºÏµ¿	59.00	10.6	ºÏ¼­	326	18.5	1019.7	
2024/10/03 23:30:00	67.5	µ¿ºÏµ¿	70	25.56	2.70	8.3	3.71	8.5	µ¿ºÏµ¿	67.00	11.0	ºÏ¼­	316	17.7	1020.0	
2024/10/04 00:00:00	67.9	µ¿ºÏµ¿	71	25.57	2.96	8.3	4.60	8.5	µ¿ºÏµ¿	57.00	9.3	ºÏºÏ¼­	342	17.9	1019.9	
2024/10/04 00:30:00	60.3	µ¿ºÏµ¿	67	25.56	2.79	8.2	4.15	8.0	µ¿ºÏµ¿	59.00	11.3	ºÏ	355	18.7	1019.6	
2024/10/04 01:00:00	51.4	µ¿ºÏµ¿	61	25.56	2.84	8.2	4.17	9.0	µ¿ºÏµ¿	57.00	12.2	ºÏ	8	19.4	1019.1	
2024/10/04 01:30:00	48.1	µ¿ºÏµ¿	71	25.53	3.32	8.7	5.56	9.0	ºÏµ¿	51.00	10.5	ºÏ	9	19.4	1019.6	
2024/10/04 02:00:00	40.1	µ¿ºÏµ¿	74	25.52	3.03	8.6	4.73	7.0	ºÏµ¿	53.00	9.3	ºÏ	358	19.5	1019.9	
2024/10/04 02:30:00	33.2	µ¿	81	25.50	3.27	8.5	4.31	9.0	µ¿ºÏµ¿	59.00	9.3	ºÏºÏ¼­	333	19.3	1020.0	
2024/10/04 03:00:00	27.4	µ¿	95	25.48	3.08	8.2	4.76	8.5	µ¿ºÏµ¿	59.00	8.4	ºÏ¼­	319	19.2	1020.1	
2024/10/04 03:30:00	16.4	µ¿	89	25.46	3.04	8.3	4.37	8.5	µ¿ºÏµ¿	66.00	8.3	ºÏ¼­	325	19.2	1020.3	
2024/10/04 04:00:00	15.3	³²µ¿	133	25.46	3.01	7.9	4.56	7.5	µ¿ºÏµ¿	72.00	7.6	ºÏºÏ¼­	344	19.2	1020.7	
