°üÃø¼Ò¸í:´ëÇÑÇØÇù
À§µµ:34.919
°æµµ:129.12125
°üÃø½Ã°£	Ç¥ÃþÀ¯¼Ó(cm/s)		Ç¥ÃþÀ¯Çâ(deg)	¼ö¿Â(¡É)	À¯ÀÇÆÄ°í(MOSE.HF)(m)	À¯ÀÇÆÄÁÖ±â(MOSE.HF)(sec)	ÃÖ´ëÆÄ°í(MOSE.HF)(m)	ÃÖ´ëÆÄÁÖ±â(MOSE.HF)(sec)		ÆÄÇâ(deg)	Ç³¼Ó(m/s)		Ç³Çâ(deg)	±â¿Â(¡É)	±â¾Ð(hPa)	
2022/10/01 10:30:00	20.8	ºÏ	3	24.20	0.26	3.4	0.42	5.0	µ¿³²µ¿	110.00	4.3	¼­ºÏ¼­	291	50.3	1019.0	
2022/10/01 11:00:00	20.7	ºÏµ¿	37	24.18	0.25	3.1	0.49	2.5	µ¿	96.00	4.7	¼­	277	50.0	1019.0	
2022/10/01 11:30:00	22.2	ºÏµ¿	56	24.25	0.23	3.4	0.36	2.5	µ¿³²µ¿	104.00	4.6	¼­	272	50.0	1018.8	
2022/10/01 12:00:00	28.9	ºÏµ¿	56	24.29	0.25	3.5	0.47	2.5	µ¿³²µ¿	115.00	4.7	¼­	274	49.9	1018.6	
2022/10/01 12:30:00	31.1	µ¿ºÏµ¿	60	24.42	0.23	3.9	0.39	4.5	³²³²¼­	205.00	4.2	¼­	270	50.2	1018.4	
2022/10/01 13:00:00	43.2	ºÏµ¿	41	24.49	0.22	4.0	0.35	3.5	³²³²¼­	197.00	4.3	¼­	263	50.5	1018.1	
2022/10/01 13:30:00	43.1	ºÏµ¿	36	24.51	0.19	4.6	0.33	9.0	³²³²¼­	195.00	4.3	¼­³²¼­	242	50.8	1017.9	
2022/10/01 14:00:00	51.8	ºÏµ¿	42	24.69	0.20	4.2	0.32	5.0	ºÏºÏµ¿	30.00	4.9	³²¼­	222	50.8	1017.5	
2022/10/01 14:30:00	49.0	ºÏµ¿	48	24.67	0.21	4.3	0.44	4.5	³²³²¼­	211.00	4.7	³²¼­	215	50.6	1017.3	
2022/10/01 15:00:00	49.0	µ¿ºÏµ¿	66	24.66	0.20	4.6	0.32	6.0	³²³²¼­	194.00	4.0	³²¼­	220	51.0	1017.1	
2022/10/01 15:30:00	54.8	µ¿	91	24.65	0.28	5.8	0.50	8.0	ºÏµ¿	42.00	4.7	³²¼­	229	51.0	1017.0	
2022/10/01 16:00:00	59.6	µ¿	91	24.54	0.23	5.1	0.49	5.5	ºÏµ¿	43.00	5.1	³²¼­	228	51.3	1016.9	
2022/10/01 16:30:00	64.0	µ¿	83	24.50	0.22	4.4	0.42	4.0	µ¿	87.00	6.0	³²¼­	231	51.3	1017.2	
2022/10/01 17:00:00	63.5	µ¿ºÏµ¿	74	24.42	0.23	4.3	0.38	2.5	³²³²¼­	206.00	5.6	³²¼­	235	51.3	1017.2	
2022/10/01 17:30:00	61.9	µ¿ºÏµ¿	70	24.47	0.27	3.9	0.54	2.5	¼­³²¼­	246.00	4.1	³²¼­	231	51.2	1017.3	
2022/10/01 18:00:00	62.1	µ¿ºÏµ¿	72	24.53	0.22	4.7	0.32	3.5	³²³²¼­	210.00	4.8	³²¼­	231	51.0	1017.3	
2022/10/01 18:30:00	60.5	µ¿ºÏµ¿	66	24.58	0.21	4.3	0.35	4.5	ºÏºÏµ¿	27.00	4.2	³²¼­	225	50.9	1017.3	
2022/10/01 19:00:00	53.6	µ¿ºÏµ¿	74	24.66	0.25	4.1	0.47	4.0	³²³²¼­	204.00	3.4	³²¼­	227	51.0	1017.4	
2022/10/01 19:30:00	55.1	µ¿ºÏµ¿	76	24.65	0.22	4.3	0.33	6.0	³²³²¼­	198.00	3.9	³²¼­	228	51.0	1017.6	
2022/10/01 20:00:00	50.4	µ¿	81	24.60	0.24	4.3	0.38	6.0	ºÏµ¿	46.00	3.9	³²¼­	227	51.0	1018.0	
2022/10/01 20:30:00	46.2	µ¿	81	24.52	0.22	4.7	0.33	5.5	³²³²¼­	201.00	4.1	³²¼­	228	51.0	1018.4	
2022/10/01 21:00:00	43.1	µ¿	89	24.53	0.21	4.5	0.36	4.5	³²³²¼­	205.00	4.3	³²¼­	231	50.9	1018.5	
2022/10/01 21:30:00	44.9	µ¿	86	24.43	0.23	3.8	0.37	3.5	¼­³²¼­	243.00	3.8	³²¼­	233	50.8	1018.4	
2022/10/01 22:00:00	46.6	µ¿	90	24.26	0.20	4.4	0.28	5.0	µ¿ºÏµ¿	72.00	4.0	¼­³²¼­	238	50.7	1018.4	
2022/10/01 22:30:00	51.4	µ¿	86	24.15	0.22	4.8	0.36	4.5	³²³²µ¿	158.00	3.5	³²¼­	228	50.7	1018.3	
2022/10/01 23:00:00	55.0	µ¿	86	24.38	0.19	4.4	0.28	5.0	µ¿ºÏµ¿	74.00	3.9	³²¼­	218	50.7	1018.3	
2022/10/01 23:30:00	61.9	µ¿	92	24.37	0.22	4.8	0.36	5.0	µ¿ºÏµ¿	72.00	3.5	³²³²¼­	209	50.7	1018.1	
2022/10/02 00:00:00	73.4	µ¿	85	24.25	0.23	4.4	0.44	4.0	³²	186.00	3.4	³²³²¼­	209	50.8	1018.3	
2022/10/02 00:30:00	77.2	µ¿	85	24.31	0.20	4.3	0.38	3.5	³²³²µ¿	165.00	3.3	³²¼­	224	50.7	1018.4	
2022/10/02 01:00:00	78.0	µ¿	81	24.20	0.20	4.5	0.31	4.5	µ¿	96.00	2.9	³²¼­	230	50.8	1018.3	
2022/10/02 01:30:00	78.9	µ¿ºÏµ¿	76	24.12	0.23	4.3	0.32	3.5	µ¿³²µ¿	102.00	2.6	³²¼­	227	50.7	1018.2	
2022/10/02 02:00:00	81.8	µ¿ºÏµ¿	69	24.17	0.19	4.5	0.32	7.5	³²³²¼­	201.00	2.9	³²³²¼­	205	50.7	1018.2	
2022/10/02 02:30:00	83.0	µ¿ºÏµ¿	65	24.21	0.18	4.8	0.29	9.5	³²³²¼­	197.00	3.3	³²³²¼­	206	50.6	1018.2	
2022/10/02 03:00:00	79.0	µ¿ºÏµ¿	61	24.26	0.18	5.4	0.32	10.5	³²³²¼­	205.00	3.4	³²³²¼­	193	50.5	1018.1	
2022/10/02 03:30:00	74.6	ºÏµ¿	56	24.25	0.19	4.4	0.31	4.5	³²³²¼­	198.00	3.3	³²	186	50.6	1018.1	
2022/10/02 04:00:00	64.2	ºÏµ¿	52	24.20	0.20	5.3	0.30	4.0	³²³²¼­	200.00	2.9	³²	170	50.6	1018.0	
2022/10/02 04:30:00	55.3	ºÏµ¿	47	24.16	0.18	5.0	0.35	9.0	³²³²¼­	200.00	2.6	³²³²µ¿	162	50.6	1018.1	
2022/10/02 05:00:00	51.4	ºÏµ¿	38	24.15	0.19	5.3	0.29	4.0	³²³²¼­	203.00	2.3	³²³²µ¿	157	50.7	1018.5	
2022/10/02 05:30:00	43.0	ºÏµ¿	39	24.18	0.18	4.9	0.30	3.5	³²³²¼­	205.00	2.0	³²³²µ¿	152	50.7	1018.7	
2022/10/02 06:00:00	32.0	ºÏµ¿	38	24.23	0.21	5.1	0.36	7.0	³²³²¼­	202.00	2.7	³²³²µ¿	161	50.6	1018.8	
2022/10/02 06:30:00	28.1	ºÏºÏµ¿	16	24.29	0.22	4.1	0.39	6.5	³²³²¼­	205.00	2.5	³²	169	50.6	1018.9	
2022/10/02 07:00:00	18.1	ºÏºÏµ¿	27	24.31	0.22	4.4	0.32	4.0	³²³²¼­	203.00	1.2	³²³²¼­	213	50.8	1019.1	
2022/10/02 07:30:00	10.9	ºÏ	5	24.35	0.19	5.0	0.27	8.0	³²³²¼­	204.00	0.7	¼­	269	50.9	1019.3	
2022/10/02 08:00:00	4.4	ºÏºÏ¼­	336	24.35	0.23	4.7	0.34	4.0	³²	172.00	1.0	¼­	277	50.8	1019.7	
2022/10/02 08:30:00	0.6	ºÏ	352	24.37	0.20	4.2	0.31	4.5	ºÏµ¿	48.00	1.0	¼­ºÏ¼­	300	50.9	1019.9	
2022/10/02 09:00:00	1.9	ºÏºÏ¼­	335	24.40	0.19	4.3	0.33	3.0	µ¿ºÏµ¿	77.00	1.0	ºÏ	4	50.5	1020.1	
2022/10/02 09:30:00	1.8	³²	178	24.43	0.19	4.3	0.26	4.0	³²³²¼­	202.00	1.8	ºÏµ¿	34	50.2	1020.2	
2022/10/02 10:00:00	2.2	µ¿ºÏµ¿	70	24.43	0.21	4.3	0.32	4.0	¼­	279.00	1.9	ºÏµ¿	40	50.0	1020.1	
2022/10/02 10:30:00	4.4	ºÏºÏµ¿	15	24.51	0.21	4.0	0.34	3.0	³²¼­	218.00	1.9	ºÏºÏµ¿	27	49.8	1020.3	
2022/10/02 11:00:00	11.8	µ¿ºÏµ¿	61	24.55	0.22	3.7	0.33	3.0	ºÏ	9.00	1.9	ºÏµ¿	44	50.1	1020.2	
2022/10/02 11:30:00	11.7	µ¿ºÏµ¿	78	24.54	0.24	4.8	0.45	4.0	µ¿ºÏµ¿	63.00	2.3	ºÏµ¿	56	50.4	1019.8	
2022/10/02 12:00:00	18.2	µ¿ºÏµ¿	75	24.56	0.21	4.4	0.32	5.0	³²	186.00	2.5	ºÏµ¿	55	50.6	1019.4	
2022/10/02 12:30:00	17.4	µ¿	84	24.52	0.21	4.6	0.31	3.0	ºÏµ¿	46.00	3.1	ºÏµ¿	40	50.2	1019.3	
2022/10/02 13:00:00	28.6	µ¿ºÏµ¿	74	24.54	0.20	4.4	0.33	5.5	µ¿³²µ¿	112.00	3.2	ºÏµ¿	42	50.5	1019.1	
2022/10/02 13:30:00	30.0	ºÏµ¿	52	24.63	0.22	4.2	0.36	3.5	µ¿³²µ¿	106.00	3.2	ºÏµ¿	54	50.6	1018.8	
2022/10/02 14:00:00	38.3	ºÏµ¿	47	24.79	0.20	4.8	0.28	6.5	³²¼­	214.00	2.9	µ¿ºÏµ¿	63	50.2	1018.4	
2022/10/02 14:30:00	46.8	ºÏµ¿	49	25.02	0.20	4.3	0.41	3.0	ºÏºÏµ¿	13.00	2.1	µ¿ºÏµ¿	65	50.5	1018.4	
2022/10/02 15:00:00	-	-	-	-	0.00	-	0.00	-	-	-	-	-	-	-	-	
2022/10/02 15:30:00	70.0	ºÏµ¿	47	24.71	0.21	4.4	0.40	3.5	µ¿ºÏµ¿	74.00	1.3	µ¿ºÏµ¿	64	51.1	1018.4	
2022/10/02 16:00:00	74.4	ºÏµ¿	48	24.82	0.19	4.3	0.28	5.5	ºÏ¼­	323.00	1.1	µ¿	84	51.4	1018.3	
2022/10/02 16:30:00	77.0	ºÏµ¿	47	24.93	0.19	4.0	0.31	5.0	¼­ºÏ¼­	291.00	1.5	µ¿	88	51.1	1018.2	
2022/10/02 17:00:00	81.2	ºÏµ¿	42	24.87	0.18	4.4	0.29	3.0	³²	171.00	1.8	µ¿	90	51.0	1018.1	
2022/10/02 17:30:00	83.1	ºÏµ¿	49	25.83	0.19	4.1	0.33	3.0	ºÏºÏµ¿	18.00	2.2	µ¿	98	50.9	1018.0	
2022/10/02 18:00:00	80.5	ºÏµ¿	48	26.54	0.20	4.3	0.30	2.5	ºÏºÏµ¿	25.00	2.4	³²³²µ¿	155	50.9	1018.0	
2022/10/02 18:30:00	83.2	ºÏµ¿	44	25.61	0.20	4.6	0.35	7.5	ºÏµ¿	35.00	3.8	³²	175	50.9	1017.8	
2022/10/02 19:00:00	79.9	ºÏµ¿	48	24.89	0.23	4.3	0.42	3.0	³²³²µ¿	166.00	3.5	³²	182	50.6	1018.1	
2022/10/02 19:30:00	-	-	-	-	0.00	-	0.00	-	-	-	-	-	-	-	-	
2022/10/02 20:00:00	73.6	ºÏµ¿	46	24.60	0.23	4.1	0.42	3.0	ºÏºÏµ¿	28.00	3.1	³²³²¼­	199	50.5	1018.5	
2022/10/02 20:30:00	66.5	ºÏµ¿	47	25.18	0.20	4.0	0.40	3.0	ºÏ	352.00	3.4	³²	190	50.7	1018.7	
2022/10/02 21:00:00	62.9	ºÏµ¿	48	25.53	0.20	4.0	0.35	4.0	³²¼­	220.00	3.2	³²³²¼­	200	50.4	1018.7	
2022/10/02 21:30:00	60.2	ºÏµ¿	54	25.84	0.24	3.7	0.36	3.5	ºÏ	10.00	3.1	³²³²¼­	211	50.6	1018.6	
2022/10/02 22:00:00	58.4	ºÏµ¿	54	26.04	0.22	3.8	0.31	3.0	³²³²¼­	206.00	3.8	³²¼­	217	50.4	1018.7	
2022/10/02 22:30:00	57.5	µ¿ºÏµ¿	57	25.86	0.24	4.1	0.37	4.5	¼­	279.00	4.6	³²³²¼­	193	50.4	1018.5	
2022/10/02 23:00:00	62.5	µ¿ºÏµ¿	57	24.91	0.23	3.9	0.40	3.5	³²³²¼­	212.00	4.7	³²	186	50.2	1018.2	
2022/10/02 23:30:00	59.1	µ¿ºÏµ¿	59	24.57	0.23	4.0	0.40	3.5	³²³²¼­	210.00	3.9	³²³²¼­	201	50.1	1017.9	
2022/10/03 00:00:00	56.3	µ¿ºÏµ¿	62	24.49	0.25	4.1	0.37	3.0	µ¿	89.00	5.2	³²³²¼­	199	50.3	1017.6	
2022/10/03 00:30:00	56.3	µ¿ºÏµ¿	59	24.38	0.27	3.6	0.46	4.5	µ¿	88.00	6.0	³²	190	50.1	1017.1	
2022/10/03 01:00:00	56.2	µ¿ºÏµ¿	68	24.42	0.30	3.0	0.52	2.5	ºÏºÏ¼­	343.00	5.1	³²³²¼­	205	50.0	1017.8	
2022/10/03 01:30:00	50.7	µ¿ºÏµ¿	66	24.59	0.37	2.9	0.72	3.5	ºÏºÏ¼­	342.00	4.5	³²³²¼­	208	50.0	1017.8	
2022/10/03 02:00:00	53.0	µ¿ºÏµ¿	64	24.56	0.42	3.0	0.75	3.0	ºÏµ¿	52.00	5.0	³²³²¼­	212	50.0	1017.5	
2022/10/03 02:30:00	47.8	µ¿ºÏµ¿	68	24.56	0.45	3.0	0.74	3.0	³²³²µ¿	154.00	6.7	³²³²¼­	213	50.1	1017.1	
2022/10/03 03:00:00	47.0	µ¿ºÏµ¿	70	24.47	0.50	2.9	0.77	3.0	³²³²µ¿	167.00	7.7	³²¼­	219	50.2	1017.1	
2022/10/03 03:30:00	47.2	µ¿ºÏµ¿	64	24.50	0.48	3.0	0.88	3.0	ºÏ	4.00	6.6	³²¼­	226	50.0	1016.9	
2022/10/03 04:00:00	50.5	µ¿ºÏµ¿	71	24.74	0.57	3.1	0.95	3.0	³²³²µ¿	166.00	6.3	³²¼­	229	50.0	1016.8	
2022/10/03 04:30:00	44.7	µ¿ºÏµ¿	77	24.65	0.53	3.2	0.79	3.5	³²	169.00	5.3	³²¼­	236	50.2	1017.0	
2022/10/03 05:00:00	44.7	µ¿ºÏµ¿	75	24.52	0.55	3.2	0.86	3.0	³²³²µ¿	165.00	5.2	¼­³²¼­	241	49.9	1017.3	
2022/10/03 05:30:00	38.6	µ¿	80	24.32	0.57	3.4	0.98	4.0	³²	180.00	5.4	¼­³²¼­	241	49.9	1017.2	
2022/10/03 06:00:00	39.2	µ¿	82	24.34	0.64	3.7	1.12	3.0	³²	190.00	5.4	¼­³²¼­	242	49.8	1017.4	
2022/10/03 06:30:00	30.9	µ¿	84	24.35	0.78	3.9	1.26	4.0	³²	185.00	5.2	¼­³²¼­	241	49.7	1017.6	
2022/10/03 07:00:00	27.5	µ¿	91	24.35	0.86	4.1	1.41	4.0	³²³²¼­	195.00	4.9	³²¼­	229	49.7	1017.7	
2022/10/03 07:30:00	21.9	µ¿	87	24.35	0.77	4.1	1.27	3.5	³²	189.00	7.9	³²³²¼­	212	50.0	1017.8	
2022/10/03 08:00:00	14.5	µ¿	97	24.33	0.88	4.1	1.58	4.5	³²	178.00	7.5	³²³²¼­	212	50.0	1018.1	
2022/10/03 08:30:00	13.7	µ¿ºÏµ¿	69	24.33	0.99	4.2	1.62	4.0	³²	184.00	8.6	³²³²¼­	203	50.1	1018.1	
2022/10/03 09:00:00	14.8	µ¿ºÏµ¿	66	24.33	0.97	4.3	1.72	4.5	³²³²¼­	193.00	8.3	³²³²¼­	208	49.9	1018.3	
2022/10/03 09:30:00	12.3	µ¿ºÏµ¿	71	24.33	1.09	4.5	1.75	4.0	³²	186.00	7.1	³²¼­	229	49.4	1018.5	
2022/10/03 10:00:00	10.7	µ¿ºÏµ¿	76	24.34	1.08	4.5	1.61	4.5	³²³²¼­	211.00	8.5	³²¼­	214	49.1	1018.3	
2022/10/03 10:30:00	7.9	µ¿ºÏµ¿	60	24.38	1.13	4.5	2.06	5.0	³²³²¼­	207.00	9.2	³²³²¼­	209	49.5	1018.0	
2022/10/03 11:00:00	11.5	µ¿ºÏµ¿	68	24.41	1.22	4.7	1.85	5.0	³²	190.00	8.8	³²³²¼­	213	49.5	1018.0	
2022/10/03 11:30:00	7.8	ºÏµ¿	40	24.46	1.17	4.5	1.88	4.0	³²	186.00	8.1	³²³²¼­	211	49.7	1017.7	
2022/10/03 12:00:00	20.2	µ¿ºÏµ¿	69	24.47	1.13	4.7	1.86	5.0	³²³²¼­	193.00	8.8	³²³²¼­	208	49.7	1017.2	
2022/10/03 12:30:00	20.3	ºÏµ¿	53	24.54	1.20	4.6	2.15	5.0	³²³²¼­	206.00	8.5	³²³²¼­	207	49.6	1016.8	
2022/10/03 13:00:00	20.1	µ¿ºÏµ¿	78	24.61	1.19	4.5	1.92	4.5	³²³²¼­	199.00	9.2	³²³²¼­	212	49.7	1016.6	
2022/10/03 13:30:00	30.4	µ¿	85	24.71	1.20	4.5	2.05	4.0	³²³²¼­	192.00	9.3	³²¼­	214	49.7	1016.3	
2022/10/03 14:00:00	36.8	µ¿	83	24.60	1.20	4.6	2.18	4.5	³²³²¼­	203.00	9.7	³²¼­	215	49.7	1015.9	
2022/10/03 14:30:00	43.0	µ¿ºÏµ¿	74	24.48	1.25	4.7	2.14	5.0	³²³²¼­	202.00	9.6	³²¼­	216	49.7	1015.4	
2022/10/03 15:00:00	51.4	µ¿ºÏµ¿	75	24.48	1.40	4.9	2.28	5.0	³²¼­	214.00	9.5	³²¼­	218	49.6	1015.2	
2022/10/03 15:30:00	54.3	µ¿	80	24.43	1.31	4.9	1.97	5.0	³²³²¼­	197.00	9.9	³²¼­	222	49.6	1015.3	
2022/10/03 16:00:00	61.7	µ¿ºÏµ¿	76	24.35	1.38	4.8	2.26	4.5	³²³²¼­	197.00	10.2	³²¼­	221	49.6	1015.2	
2022/10/03 16:30:00	68.2	µ¿ºÏµ¿	77	24.33	1.38	4.9	1.99	4.5	³²³²¼­	199.00	9.8	³²¼­	220	49.5	1015.1	
2022/10/03 17:00:00	67.1	µ¿ºÏµ¿	77	24.33	1.38	5.0	2.17	5.5	³²³²¼­	206.00	9.1	³²¼­	224	49.5	1015.2	
2022/10/03 17:30:00	69.5	µ¿	80	24.36	1.29	4.8	2.10	5.0	³²³²¼­	200.00	8.6	³²¼­	226	49.7	1015.3	
2022/10/03 18:00:00	66.2	µ¿ºÏµ¿	78	24.38	1.32	5.0	2.24	5.5	³²³²¼­	199.00	8.4	³²¼­	228	49.6	1015.3	
2022/10/03 18:30:00	63.3	µ¿ºÏµ¿	74	24.38	1.36	4.7	2.16	4.5	³²³²¼­	202.00	8.3	³²¼­	225	49.6	1015.0	
2022/10/03 19:00:00	68.2	µ¿ºÏµ¿	74	24.37	1.39	4.9	2.42	4.5	³²	191.00	9.4	³²¼­	225	49.7	1014.9	
2022/10/03 19:30:00	74.1	µ¿ºÏµ¿	71	24.36	1.28	4.8	2.30	5.0	³²	191.00	8.8	³²¼­	226	49.4	1015.2	
2022/10/03 20:00:00	69.0	µ¿ºÏµ¿	71	24.38	1.36	4.7	2.03	5.5	³²³²¼­	209.00	8.8	³²¼­	228	49.2	1015.5	
2022/10/03 20:30:00	68.9	µ¿ºÏµ¿	72	24.41	1.24	4.6	2.34	5.0	³²	187.00	8.5	³²¼­	231	49.1	1015.6	
2022/10/03 21:00:00	72.1	µ¿ºÏµ¿	71	24.39	1.20	4.6	2.19	5.5	³²³²¼­	203.00	8.1	³²¼­	229	49.1	1015.3	
2022/10/03 21:30:00	67.3	µ¿	79	24.40	1.18	4.8	2.03	5.0	³²³²¼­	207.00	7.9	³²¼­	227	49.1	1015.2	
2022/10/03 22:00:00	60.3	µ¿ºÏµ¿	72	24.38	1.14	4.8	1.92	5.0	³²³²¼­	210.00	8.5	³²¼­	229	49.2	1015.2	
2022/10/03 22:30:00	64.0	µ¿ºÏµ¿	73	24.32	1.10	4.7	1.71	4.5	³²³²¼­	213.00	8.1	³²¼­	229	49.1	1015.2	
2022/10/03 23:00:00	61.1	µ¿ºÏµ¿	68	24.31	1.17	4.8	2.01	4.5	³²³²¼­	212.00	8.8	³²¼­	231	49.0	1015.1	
2022/10/03 23:30:00	60.5	µ¿ºÏµ¿	74	24.29	1.17	4.9	2.02	4.5	³²³²¼­	210.00	8.2	³²¼­	230	49.0	1014.8	
2022/10/04 00:00:00	58.9	µ¿ºÏµ¿	72	24.30	1.21	4.9	1.92	5.0	³²³²¼­	204.00	8.8	³²¼­	230	49.0	1014.3	
2022/10/04 00:30:00	56.0	µ¿ºÏµ¿	75	24.30	1.27	5.0	1.89	5.0	³²¼­	217.00	8.2	³²¼­	231	49.0	1014.1	
2022/10/04 01:00:00	53.4	µ¿ºÏµ¿	76	24.26	1.21	4.9	1.81	4.5	³²³²¼­	202.00	8.3	³²¼­	229	48.9	1013.7	
2022/10/04 01:30:00	51.7	µ¿ºÏµ¿	74	24.23	1.20	4.9	1.93	4.0	³²³²¼­	212.00	8.9	³²¼­	227	48.9	1013.3	
2022/10/04 02:00:00	56.2	µ¿ºÏµ¿	67	24.23	1.15	4.8	2.04	4.5	³²³²¼­	209.00	9.2	³²¼­	229	49.0	1012.9	
2022/10/04 02:30:00	58.3	µ¿ºÏµ¿	69	24.23	1.30	4.5	1.94	4.5	³²³²¼­	206.00	9.3	³²¼­	230	49.0	1012.7	
2022/10/04 03:00:00	54.4	µ¿ºÏµ¿	76	24.27	1.28	4.8	2.10	5.0	³²³²¼­	194.00	9.4	³²¼­	230	48.9	1012.5	
2022/10/04 03:30:00	61.4	µ¿ºÏµ¿	69	24.34	1.27	4.6	1.92	4.0	³²³²¼­	208.00	9.9	³²¼­	228	49.1	1012.1	
2022/10/04 04:00:00	65.0	µ¿ºÏµ¿	69	24.33	1.31	4.4	1.91	4.0	³²³²¼­	203.00	10.5	³²¼­	226	49.1	1011.7	
2022/10/04 04:30:00	68.7	µ¿ºÏµ¿	72	24.29	1.37	4.5	2.31	5.0	³²³²¼­	205.00	9.7	³²¼­	226	49.1	1011.6	
2022/10/04 05:00:00	69.4	µ¿ºÏµ¿	73	24.25	1.36	4.5	2.08	4.0	³²³²¼­	207.00	9.1	³²¼­	226	49.1	1011.7	
2022/10/04 05:30:00	75.3	µ¿ºÏµ¿	74	24.24	1.38	4.7	2.37	5.0	³²³²¼­	200.00	9.9	³²¼­	228	49.1	1011.7	
2022/10/04 06:00:00	79.5	µ¿ºÏµ¿	70	24.22	1.30	4.4	2.09	4.5	³²	190.00	10.1	³²¼­	230	48.8	1011.9	
2022/10/04 06:30:00	80.7	µ¿ºÏµ¿	65	24.23	1.33	4.5	1.95	3.5	³²	190.00	11.3	³²¼­	227	48.9	1011.5	
2022/10/04 07:00:00	77.6	µ¿ºÏµ¿	64	24.25	1.50	4.8	2.22	5.0	³²³²¼­	193.00	11.9	³²¼­	224	48.9	1011.3	
