°üÃø¼Ò¸í:´ëÇÑÇØÇù
À§µµ:34.919
°æµµ:129.12125
°üÃø½Ã°£	Ç¥ÃþÀ¯¼Ó(cm/s)	Ç¥ÃþÀ¯Çâ(16points)	Ç¥ÃþÀ¯Çâ(deg)	¼ö¿Â(¡É)	À¯ÀÇÆÄ°í(MOSE.HF)(m)	À¯ÀÇÆÄÁÖ±â(MOSE.HF)(sec)	ÃÖ´ëÆÄ°í(MOSE.HF)(m)	ÃÖ´ëÆÄÁÖ±â(MOSE.HF)(sec)	ÆÄÇâ(16points)	ÆÄÇâ(deg)	Ç³¼Ó(m/s)	Ç³Çâ(16points)	Ç³Çâ(deg)	±â¿Â(¡É)	±â¾Ð(hPa)	
2024/08/01 07:00:00	99.7	µ¿ºÏµ¿	64	26.47	0.37	4.2	0.56	3.0	³²	189.00	4.2	³²¼­	217	26.4	1007.7	
2024/08/01 07:30:00	104.5	µ¿ºÏµ¿	70	26.27	0.39	4.7	0.72	3.0	ºÏ	351.00	5.2	³²³²¼­	208	26.7	1007.7	
2024/08/01 08:00:00	108.6	µ¿ºÏµ¿	66	26.25	0.37	4.8	0.57	3.5	³²	184.00	4.8	³²³²¼­	203	26.8	1007.7	
2024/08/01 08:30:00	137.6	µ¿ºÏµ¿	73	26.34	0.39	4.7	0.70	3.5	µ¿³²µ¿	112.00	4.3	³²¼­	217	26.8	1007.8	
2024/08/01 09:00:00	127.1	µ¿ºÏµ¿	75	26.76	0.41	4.7	0.59	3.5	ºÏµ¿	42.00	4.0	³²¼­	231	26.7	1007.9	
2024/08/01 09:30:00	116.6	µ¿ºÏµ¿	70	26.86	0.43	4.3	0.74	4.5	ºÏ	10.00	5.7	³²³²¼­	206	27.1	1007.6	
2024/08/01 10:00:00	159.3	µ¿	96	26.94	0.43	4.6	0.76	5.5	¼­	260.00	5.9	³²³²¼­	205	27.2	1007.6	
2024/08/01 10:30:00	173.2	µ¿³²µ¿	104	27.06	0.42	4.9	0.64	4.0	ºÏµ¿	35.00	6.2	³²³²¼­	205	27.2	1007.6	
2024/08/01 11:00:00	135.7	µ¿	98	27.14	0.45	5.4	0.75	3.0	ºÏµ¿	36.00	5.7	³²³²¼­	209	27.3	1007.5	
2024/08/01 11:30:00	146.6	µ¿	101	27.24	0.41	5.0	0.64	4.0	ºÏµ¿	39.00	6.2	³²³²¼­	203	27.3	1007.2	
2024/08/01 12:00:00	89.7	µ¿ºÏµ¿	78	27.26	0.43	5.0	0.69	8.0	ºÏµ¿	47.00	6.5	³²³²¼­	201	27.4	1007.1	
2024/08/01 12:30:00	66.6	µ¿ºÏµ¿	58	27.29	0.45	4.9	0.69	8.0	ºÏµ¿	36.00	7.0	³²³²¼­	212	27.6	1007.0	
2024/08/01 13:00:00	70.1	µ¿ºÏµ¿	68	27.28	0.51	4.9	1.13	6.0	ºÏµ¿	42.00	7.3	³²³²¼­	213	27.8	1006.9	
2024/08/01 13:30:00	102.3	µ¿	87	27.53	0.49	5.0	0.76	8.5	ºÏºÏµ¿	28.00	7.5	³²³²¼­	205	27.8	1006.7	
2024/08/01 14:00:00	80.7	µ¿ºÏµ¿	61	26.92	0.44	5.4	0.63	8.0	ºÏºÏµ¿	31.00	7.4	³²³²¼­	205	27.8	1006.6	
2024/08/01 14:30:00	68.3	µ¿ºÏµ¿	60	27.16	0.48	5.7	0.77	8.0	ºÏµ¿	37.00	7.7	³²³²¼­	210	27.8	1006.4	
2024/08/01 15:00:00	72.5	µ¿ºÏµ¿	69	27.23	0.47	4.4	0.92	6.0	ºÏµ¿	39.00	7.9	³²³²¼­	212	27.9	1006.2	
2024/08/01 15:30:00	62.6	µ¿ºÏµ¿	71	27.13	0.49	4.9	0.81	7.0	ºÏµ¿	52.00	8.0	³²³²¼­	213	27.9	1006.1	
2024/08/01 16:00:00	66.5	µ¿	85	26.97	0.52	5.0	0.90	7.0	ºÏµ¿	40.00	7.9	³²³²¼­	213	27.9	1005.9	
2024/08/01 16:30:00	67.8	µ¿	84	27.45	0.54	4.8	0.98	6.5	ºÏµ¿	42.00	7.3	³²³²¼­	212	27.8	1005.8	
2024/08/01 17:00:00	91.8	µ¿	99	27.61	0.52	5.0	0.82	8.0	ºÏµ¿	40.00	7.3	³²³²¼­	210	28.0	1005.6	
2024/08/01 17:30:00	67.2	µ¿	95	27.50	0.49	5.4	0.90	3.5	ºÏµ¿	54.00	6.5	³²³²¼­	209	28.1	1005.3	
2024/08/01 18:00:00	62.3	µ¿	87	27.40	0.49	4.6	0.85	5.0	ºÏµ¿	47.00	6.3	³²³²¼­	213	28.0	1005.3	
2024/08/01 18:30:00	63.2	µ¿	87	27.26	0.50	5.6	0.75	7.0	ºÏµ¿	45.00	6.6	³²¼­	214	28.1	1005.3	
2024/08/01 19:00:00	68.8	µ¿	101	27.10	0.52	5.6	0.94	6.0	µ¿ºÏµ¿	61.00	6.3	³²³²¼­	212	28.0	1005.4	
2024/08/01 19:30:00	78.3	µ¿	93	27.09	0.51	5.9	0.77	4.5	µ¿ºÏµ¿	59.00	6.1	³²¼­	217	27.8	1005.7	
2024/08/01 20:00:00	75.1	µ¿	87	27.07	0.54	6.0	0.88	9.0	µ¿ºÏµ¿	70.00	6.1	³²¼­	222	27.6	1006.0	
2024/08/01 20:30:00	101.9	µ¿³²µ¿	110	27.04	0.59	5.9	1.03	7.5	µ¿ºÏµ¿	58.00	6.2	³²¼­	223	27.4	1006.0	
2024/08/01 21:00:00	69.2	µ¿ºÏµ¿	72	26.98	0.60	5.9	0.91	8.5	µ¿ºÏµ¿	71.00	6.0	³²¼­	229	27.2	1006.1	
2024/08/01 21:30:00	69.8	µ¿ºÏµ¿	75	26.88	0.57	6.4	1.12	6.0	µ¿ºÏµ¿	63.00	5.6	³²¼­	226	27.2	1006.2	
2024/08/01 22:00:00	89.2	µ¿ºÏµ¿	73	26.99	0.51	5.9	0.93	7.0	ºÏµ¿	56.00	5.6	³²¼­	227	27.1	1006.3	
2024/08/01 22:30:00	84.1	µ¿ºÏµ¿	61	26.97	0.53	6.6	0.84	9.0	ºÏµ¿	52.00	5.4	³²¼­	232	26.9	1006.4	
2024/08/01 23:00:00	88.2	µ¿ºÏµ¿	58	26.98	0.57	6.4	1.05	6.0	ºÏµ¿	49.00	5.7	³²¼­	227	26.8	1006.4	
2024/08/01 23:30:00	86.1	µ¿ºÏµ¿	57	26.73	0.58	6.5	1.09	6.0	µ¿ºÏµ¿	61.00	5.6	³²¼­	227	26.7	1006.5	
2024/08/02 00:00:00	87.8	ºÏµ¿	47	26.93	0.58	6.3	0.85	7.0	µ¿ºÏµ¿	70.00	5.9	³²¼­	225	26.6	1006.3	
2024/08/02 00:30:00	87.9	ºÏµ¿	48	26.29	0.59	6.8	0.86	8.5	ºÏµ¿	54.00	5.5	³²¼­	235	26.6	1006.3	
2024/08/02 01:00:00	89.8	ºÏµ¿	49	26.07	0.58	6.3	1.07	6.5	ºÏµ¿	45.00	5.8	¼­³²¼­	251	26.1	1006.3	
2024/08/02 01:30:00	86.6	ºÏµ¿	44	25.87	0.55	6.6	0.81	7.0	µ¿ºÏµ¿	62.00	5.3	¼­³²¼­	248	26.0	1006.3	
2024/08/02 02:00:00	82.8	ºÏµ¿	44	25.91	0.54	6.7	0.90	6.5	µ¿ºÏµ¿	61.00	4.4	¼­³²¼­	258	26.0	1006.4	
2024/08/02 02:30:00	79.9	ºÏµ¿	48	25.92	0.55	6.8	0.92	7.0	µ¿ºÏµ¿	57.00	3.3	¼­	259	25.9	1006.3	
2024/08/02 03:00:00	81.1	ºÏµ¿	45	25.86	0.59	7.2	0.94	9.0	µ¿ºÏµ¿	65.00	2.6	¼­³²¼­	252	25.9	1006.2	
2024/08/02 03:30:00	73.8	ºÏµ¿	48	26.24	0.51	6.2	0.85	7.0	³²µ¿	125.00	2.6	¼­³²¼­	256	26.2	1006.1	
2024/08/02 04:00:00	77.9	ºÏµ¿	47	26.46	0.54	6.6	0.70	7.0	ºÏµ¿	55.00	1.6	¼­³²¼­	240	26.1	1006.0	
2024/08/02 04:30:00	80.1	ºÏµ¿	43	26.89	0.54	7.1	0.93	7.5	ºÏµ¿	55.00	1.1	¼­³²¼­	246	26.1	1006.0	
2024/08/02 05:00:00	85.7	ºÏµ¿	46	26.95	0.54	6.5	0.86	6.5	ºÏµ¿	43.00	2.2	³²¼­	220	26.3	1005.9	
2024/08/02 05:30:00	90.9	ºÏµ¿	47	26.84	0.53	6.7	0.99	7.0	ºÏµ¿	40.00	2.2	³²³²¼­	208	26.7	1006.0	
2024/08/02 06:00:00	91.7	ºÏµ¿	47	26.53	0.57	6.7	0.94	7.0	ºÏµ¿	34.00	2.4	³²³²¼­	206	26.6	1006.1	
2024/08/02 06:30:00	91.3	µ¿ºÏµ¿	60	26.60	0.57	6.7	0.90	7.0	ºÏµ¿	39.00	2.5	¼­³²¼­	240	26.7	1006.3	
2024/08/02 07:00:00	98.9	µ¿ºÏµ¿	71	26.64	0.56	6.2	1.00	7.0	ºÏµ¿	39.00	3.5	¼­³²¼­	247	26.7	1006.4	
2024/08/02 07:30:00	97.6	µ¿	80	26.67	0.63	6.6	0.97	8.0	ºÏµ¿	46.00	3.9	³²¼­	230	26.7	1006.4	
2024/08/02 08:00:00	105.0	µ¿	83	26.82	0.57	5.9	0.90	6.5	³²³²µ¿	152.00	3.3	³²¼­	231	26.9	1006.6	
2024/08/02 08:30:00	129.3	µ¿	94	26.98	0.59	6.3	0.95	6.0	ºÏµ¿	53.00	5.0	³²³²¼­	212	27.0	1006.6	
2024/08/02 09:00:00	152.0	µ¿	101	26.82	0.55	6.4	0.95	7.5	µ¿ºÏµ¿	58.00	4.7	³²³²¼­	205	27.4	1006.5	
2024/08/02 09:30:00	223.4	µ¿³²µ¿	108	26.52	0.58	6.0	0.87	7.5	ºÏµ¿	42.00	4.9	³²³²¼­	208	27.4	1006.5	
2024/08/02 10:00:00	172.8	µ¿³²µ¿	105	27.08	0.59	5.9	0.98	6.0	ºÏµ¿	42.00	5.6	³²³²¼­	204	27.4	1006.5	
2024/08/02 10:30:00	168.8	µ¿	101	27.04	0.60	6.1	1.02	6.5	ºÏµ¿	47.00	5.9	³²³²¼­	208	27.4	1006.3	
2024/08/02 11:00:00	196.5	µ¿	98	27.19	0.55	6.0	1.01	7.0	ºÏµ¿	45.00	5.0	³²¼­	215	27.3	1006.4	
2024/08/02 11:30:00	171.1	µ¿³²µ¿	104	26.72	0.55	5.8	0.89	7.0	ºÏµ¿	46.00	5.7	³²³²¼­	205	27.3	1006.4	
2024/08/02 12:00:00	154.7	µ¿³²µ¿	103	26.56	0.56	5.6	1.15	6.0	³²µ¿	124.00	6.4	³²³²¼­	207	27.3	1006.2	
2024/08/02 12:30:00	164.7	µ¿³²µ¿	109	26.26	0.56	5.8	1.05	8.0	³²³²¼­	193.00	6.4	³²³²¼­	206	27.4	1006.1	
2024/08/02 13:00:00	56.3	µ¿ºÏµ¿	63	25.95	0.59	5.9	0.88	5.0	³²	188.00	6.6	³²³²¼­	199	27.4	1006.0	
2024/08/02 13:30:00	47.9	µ¿ºÏµ¿	75	26.41	0.51	5.5	0.95	6.0	³²	169.00	6.4	³²³²¼­	201	27.6	1005.8	
2024/08/02 14:00:00	43.3	µ¿	85	26.27	0.50	5.8	0.93	6.0	µ¿³²µ¿	108.00	5.8	³²³²¼­	194	27.6	1005.6	
2024/08/02 14:30:00	29.2	µ¿	85	26.18	0.50	5.3	0.85	7.0	³²³²¼­	197.00	6.4	³²³²¼­	193	27.8	1005.4	
2024/08/02 15:00:00	21.5	µ¿ºÏµ¿	68	26.22	0.54	6.0	0.91	6.0	³²³²¼­	198.00	6.2	³²³²¼­	194	27.9	1005.3	
2024/08/02 15:30:00	12.3	µ¿	94	26.15	0.43	5.3	0.70	6.0	ºÏµ¿	53.00	5.7	³²³²¼­	196	28.0	1005.3	
2024/08/02 16:00:00	24.3	³²µ¿	130	26.12	0.44	5.6	0.79	6.0	µ¿	92.00	5.4	³²³²¼­	203	28.0	1005.2	
2024/08/02 16:30:00	17.0	µ¿³²µ¿	110	26.18	0.41	5.8	0.76	5.5	µ¿	99.00	4.6	³²³²¼­	199	28.0	1005.3	
2024/08/02 17:00:00	17.0	µ¿³²µ¿	110	26.14	0.43	5.7	0.90	7.0	³²³²¼­	206.00	5.1	³²³²¼­	202	28.1	1005.1	
2024/08/02 17:30:00	12.9	µ¿	96	26.12	0.43	5.4	0.81	4.5	³²³²µ¿	150.00	4.7	³²³²¼­	209	28.0	1005.1	
2024/08/02 18:00:00	17.0	µ¿	83	26.13	0.44	6.0	0.74	6.0	³²³²¼­	194.00	4.9	³²³²¼­	206	27.8	1005.0	
2024/08/02 18:30:00	27.9	µ¿ºÏµ¿	75	26.04	0.41	5.2	0.67	6.0	³²³²¼­	213.00	5.3	³²³²¼­	201	27.8	1005.1	
2024/08/02 19:00:00	29.0	µ¿³²µ¿	102	26.36	0.46	5.8	0.68	5.0	³²	172.00	5.4	³²³²¼­	204	27.5	1005.2	
2024/08/02 19:30:00	55.8	³²µ¿	125	26.30	0.45	5.3	0.78	7.0	³²³²¼­	212.00	5.5	³²¼­	214	27.3	1005.5	
2024/08/02 20:00:00	45.9	µ¿³²µ¿	108	26.05	0.44	4.9	0.81	6.5	³²³²¼­	199.00	5.9	³²¼­	221	26.9	1005.8	
2024/08/02 20:30:00	44.8	µ¿	83	25.95	0.50	5.5	0.73	6.5	³²³²¼­	193.00	6.5	³²¼­	216	26.7	1006.0	
2024/08/02 21:00:00	52.5	µ¿ºÏµ¿	76	25.83	0.51	5.4	0.71	6.0	³²³²¼­	201.00	6.5	³²¼­	222	26.5	1006.4	
2024/08/02 21:30:00	58.1	µ¿ºÏµ¿	73	25.70	0.53	4.9	0.79	7.0	³²¼­	226.00	6.3	³²¼­	223	26.5	1006.7	
2024/08/02 22:00:00	66.0	µ¿ºÏµ¿	67	25.54	0.55	4.7	0.99	3.5	³²³²¼­	192.00	5.8	³²¼­	223	26.3	1006.9	
2024/08/02 22:30:00	75.2	µ¿ºÏµ¿	61	25.43	0.56	5.2	0.89	5.0	³²³²¼­	192.00	5.1	³²¼­	233	26.1	1007.1	
2024/08/02 23:00:00	75.9	ºÏµ¿	41	25.64	0.52	5.6	0.73	6.0	³²³²¼­	200.00	4.1	¼­³²¼­	244	25.2	1007.3	
2024/08/02 23:30:00	92.2	ºÏµ¿	43	26.09	0.48	5.2	0.75	5.5	³²¼­	224.00	5.1	³²¼­	233	25.4	1007.2	
2024/08/03 00:00:00	104.8	ºÏµ¿	38	26.12	0.48	4.7	0.76	5.5	³²³²¼­	202.00	4.3	¼­³²¼­	242	25.5	1007.3	
2024/08/03 00:30:00	102.7	ºÏµ¿	36	26.24	0.46	5.0	0.75	6.5	³²³²¼­	207.00	3.6	³²¼­	226	25.7	1007.1	
2024/08/03 01:00:00	106.4	ºÏµ¿	34	26.06	0.44	4.8	0.83	6.0	³²¼­	234.00	3.7	³²¼­	223	25.8	1006.8	
2024/08/03 01:30:00	106.9	ºÏµ¿	37	25.83	0.42	4.6	0.65	5.0	³²³²¼­	212.00	3.6	³²³²¼­	205	25.7	1006.9	
2024/08/03 02:00:00	109.6	ºÏµ¿	40	26.41	0.41	4.9	0.62	3.5	³²³²¼­	212.00	3.8	³²¼­	220	25.9	1006.9	
2024/08/03 02:30:00	110.0	ºÏµ¿	43	26.31	0.40	5.1	0.69	5.5	³²¼­	221.00	4.5	³²¼­	219	26.3	1006.8	
2024/08/03 03:00:00	109.9	ºÏµ¿	45	26.49	0.42	5.3	0.62	5.0	³²¼­	225.00	4.0	³²³²¼­	203	26.6	1006.8	
2024/08/03 03:30:00	104.1	ºÏµ¿	49	26.39	0.36	5.0	0.61	6.0	³²¼­	215.00	4.5	³²³²¼­	207	26.6	1006.8	
2024/08/03 04:00:00	101.0	µ¿ºÏµ¿	65	26.17	0.40	4.9	0.73	5.0	³²³²¼­	212.00	4.6	³²¼­	220	26.5	1007.0	
2024/08/03 04:30:00	97.0	µ¿ºÏµ¿	63	26.34	0.40	5.1	0.71	6.5	³²³²¼­	201.00	4.7	³²¼­	231	26.4	1007.1	
2024/08/03 05:00:00	90.8	µ¿ºÏµ¿	57	26.28	0.37	5.0	0.53	5.5	³²¼­	217.00	4.6	³²¼­	225	26.3	1007.3	
2024/08/03 05:30:00	96.9	µ¿ºÏµ¿	71	26.15	0.39	5.2	0.60	7.0	³²	184.00	4.2	³²¼­	231	26.3	1007.6	
2024/08/03 06:00:00	91.9	µ¿ºÏµ¿	67	26.26	0.39	5.6	0.62	4.5	³²³²¼­	199.00	3.7	¼­³²¼­	245	26.2	1007.8	
2024/08/03 06:30:00	92.6	µ¿ºÏµ¿	71	26.26	0.38	5.0	0.70	6.5	³²³²¼­	209.00	3.9	³²¼­	236	26.4	1007.7	
2024/08/03 07:00:00	93.0	µ¿ºÏµ¿	76	26.24	0.38	5.1	0.62	6.0	µ¿ºÏµ¿	69.00	4.0	³²¼­	232	26.3	1007.9	
2024/08/03 07:30:00	100.9	µ¿	81	26.26	0.36	4.9	0.63	6.5	³²µ¿	140.00	3.4	³²¼­	218	26.4	1008.1	
2024/08/03 08:00:00	107.0	µ¿	85	26.14	0.40	4.8	0.63	6.5	µ¿	96.00	3.4	³²¼­	234	26.6	1008.3	
2024/08/03 08:30:00	135.8	µ¿	96	26.03	0.42	4.5	0.88	4.5	³²³²µ¿	152.00	3.0	¼­³²¼­	243	26.7	1008.4	
2024/08/03 09:00:00	150.5	µ¿	91	26.52	0.41	5.0	0.65	6.5	³²³²¼­	195.00	3.0	³²¼­	224	27.0	1008.4	
2024/08/03 09:30:00	267.5	µ¿³²µ¿	103	27.23	0.39	5.0	0.56	5.5	³²	170.00	4.0	³²¼­	233	27.2	1008.5	
2024/08/03 10:00:00	276.4	µ¿³²µ¿	103	27.86	0.37	5.0	0.65	4.5	³²³²¼­	197.00	4.7	¼­³²¼­	239	27.6	1008.4	
2024/08/03 10:30:00	189.4	µ¿	100	28.17	0.38	5.0	0.64	4.0	³²	185.00	4.6	¼­³²¼­	238	28.0	1008.5	
2024/08/03 11:00:00	186.7	µ¿	94	28.39	0.39	5.3	0.62	6.0	³²³²¼­	212.00	4.9	³²¼­	223	28.2	1008.5	
2024/08/03 11:30:00	155.8	µ¿	101	28.35	0.42	5.4	0.74	5.5	³²	178.00	4.9	³²¼­	217	28.4	1008.3	
2024/08/03 12:00:00	144.2	µ¿	97	28.66	0.41	5.0	0.74	5.5	³²¼­	214.00	5.3	³²¼­	224	28.4	1008.3	
2024/08/03 12:30:00	109.8	µ¿	82	28.42	0.41	5.3	0.65	7.5	³²³²¼­	201.00	5.5	³²¼­	225	28.4	1008.3	
2024/08/03 13:00:00	83.7	µ¿ºÏµ¿	67	28.28	0.40	5.5	0.82	3.5	³²³²µ¿	150.00	5.3	³²¼­	218	28.4	1008.1	
2024/08/03 13:30:00	77.9	µ¿ºÏµ¿	65	28.34	0.36	5.3	0.59	6.0	³²³²¼­	196.00	5.3	³²¼­	216	28.6	1007.9	
2024/08/03 14:00:00	61.0	µ¿ºÏµ¿	64	28.42	0.37	5.3	0.65	7.0	³²³²¼­	195.00	5.3	³²¼­	215	28.8	1007.7	
2024/08/03 14:30:00	56.4	µ¿ºÏµ¿	61	28.79	0.35	5.5	0.59	6.0	³²³²¼­	204.00	5.4	³²³²¼­	213	29.0	1007.6	
2024/08/03 15:00:00	58.8	ºÏµ¿	55	29.44	0.34	5.2	0.47	8.0	³²	181.00	5.4	³²³²¼­	211	29.2	1007.4	
2024/08/03 15:30:00	47.9	µ¿ºÏµ¿	67	29.64	0.34	5.3	0.54	7.5	³²¼­	215.00	5.0	³²³²¼­	213	29.4	1007.4	
2024/08/03 16:00:00	40.4	µ¿ºÏµ¿	62	29.73	0.37	5.6	0.54	6.5	³²¼­	218.00	4.9	³²³²¼­	212	29.5	1007.3	
2024/08/03 16:30:00	44.8	µ¿ºÏµ¿	68	29.80	0.36	5.3	0.52	5.0	³²³²¼­	207.00	4.4	³²³²¼­	207	29.6	1007.1	
2024/08/03 17:00:00	37.3	µ¿ºÏµ¿	77	29.72	0.33	4.8	0.56	8.5	³²³²¼­	207.00	4.5	³²³²¼­	209	29.8	1006.9	
2024/08/03 17:30:00	37.1	µ¿	81	29.69	0.35	4.8	0.55	6.0	³²³²¼­	209.00	4.8	³²³²¼­	196	29.9	1006.7	
2024/08/03 18:00:00	43.2	µ¿	83	29.52	0.38	5.0	0.71	6.5	³²³²¼­	193.00	4.3	³²	189	29.9	1006.9	
2024/08/03 18:30:00	55.4	µ¿	87	29.31	0.47	5.1	0.71	3.5	³²³²¼­	206.00	4.3	³²	189	29.6	1007.3	
2024/08/03 19:00:00	60.6	µ¿	87	29.01	0.36	4.8	0.67	7.0	³²	189.00	5.7	³²³²¼­	197	29.3	1007.5	
2024/08/03 19:30:00	66.3	µ¿	91	28.89	0.40	4.7	0.64	6.0	³²³²¼­	202.00	5.3	³²³²¼­	197	29.1	1007.5	
2024/08/03 20:00:00	68.0	µ¿	83	28.83	0.41	5.1	0.63	5.5	³²³²¼­	209.00	5.1	³²³²¼­	202	29.0	1007.6	
2024/08/03 20:30:00	70.3	µ¿	99	28.65	0.41	5.5	0.72	6.5	³²³²¼­	206.00	4.5	³²³²¼­	201	29.1	1007.9	
2024/08/03 21:00:00	80.3	µ¿	96	28.44	0.46	5.7	0.71	5.5	³²³²¼­	204.00	4.4	³²³²¼­	205	29.0	1008.3	
2024/08/03 21:30:00	94.8	µ¿	87	28.18	0.45	5.5	0.76	6.0	³²³²¼­	212.00	4.4	³²³²¼­	196	28.9	1008.6	
2024/08/03 22:00:00	101.8	µ¿	84	27.86	0.43	5.2	0.76	6.5	³²³²¼­	205.00	4.7	³²³²¼­	201	28.8	1008.7	
2024/08/03 22:30:00	132.2	µ¿	99	27.72	0.45	5.8	0.70	6.5	³²³²¼­	210.00	4.0	³²³²¼­	205	28.6	1008.9	
2024/08/03 23:00:00	117.1	µ¿	97	27.42	0.47	5.3	0.74	6.0	³²³²¼­	194.00	4.3	³²¼­	222	28.1	1008.8	
2024/08/03 23:30:00	88.1	ºÏµ¿	53	27.12	0.42	5.4	0.74	5.5	³²³²¼­	213.00	3.7	³²¼­	231	27.3	1008.9	
2024/08/04 00:00:00	90.2	ºÏµ¿	49	26.66	0.39	5.3	0.65	5.5	³²¼­	214.00	4.4	¼­³²¼­	255	26.9	1008.9	
2024/08/04 00:30:00	130.5	µ¿ºÏµ¿	68	26.87	0.40	5.7	0.57	6.0	³²³²¼­	208.00	3.0	¼­³²¼­	244	26.7	1008.9	
2024/08/04 01:00:00	139.3	µ¿ºÏµ¿	62	27.88	0.35	5.6	0.59	6.5	³²³²¼­	204.00	2.8	³²¼­	236	26.9	1008.7	
2024/08/04 01:30:00	145.7	µ¿ºÏµ¿	65	28.64	0.37	5.7	0.57	5.5	³²³²¼­	205.00	3.7	¼­³²¼­	237	27.4	1008.5	
2024/08/04 02:00:00	144.9	µ¿ºÏµ¿	68	28.85	0.34	5.6	0.63	6.0	³²³²¼­	210.00	3.3	³²¼­	229	27.6	1008.3	
2024/08/04 02:30:00	144.9	µ¿ºÏµ¿	67	28.32	0.34	6.0	0.52	6.5	³²³²¼­	203.00	2.4	¼­³²¼­	254	27.6	1008.2	
2024/08/04 03:00:00	126.8	µ¿ºÏµ¿	63	28.67	0.37	5.6	0.72	6.0	ºÏ¼­	308.00	1.5	³²¼­	225	27.4	1008.1	
2024/08/04 03:30:00	109.7	µ¿ºÏµ¿	62	28.63	0.35	5.8	0.58	6.0	³²³²¼­	208.00	2.2	³²	174	27.8	1008.1	
2024/08/04 04:00:00	108.4	µ¿ºÏµ¿	64	28.32	0.34	5.8	0.50	4.5	³²³²¼­	203.00	2.0	³²³²µ¿	166	28.1	1008.1	
2024/08/04 04:30:00	140.0	µ¿ºÏµ¿	72	28.67	0.31	5.5	0.50	6.0	³²¼­	233.00	1.4	³²	190	28.2	1008.2	
2024/08/04 05:00:00	133.6	µ¿ºÏµ¿	74	28.72	0.32	6.0	0.47	6.5	³²¼­	217.00	0.2	ºÏºÏ¼­	346	28.2	1008.3	
2024/08/04 05:30:00	129.4	µ¿	84	28.60	0.30	5.5	0.43	5.5	³²³²¼­	212.00	2.6	ºÏ	6	27.5	1008.7	
2024/08/04 06:00:00	114.0	µ¿	84	28.55	0.34	5.9	0.61	5.5	³²³²¼­	208.00	3.0	ºÏºÏµ¿	24	27.3	1008.8	
2024/08/04 06:30:00	107.9	µ¿	85	28.48	0.30	5.8	0.49	6.5	³²³²¼­	212.00	2.9	ºÏºÏµ¿	33	27.5	1008.9	
